"ICD","Description","ICA","LGPS","RF","Lasso"
"F320","Leichte depressive Episode",2851,2843,1260,1838
"F412","Angst und depressive Störung, gemischt",2851,2843,2511,1838
"G218","Sonstiges sekundäres Parkinson-Syndrom",2851,2843,3050,1838
"G729","Myopathie, nicht näher bezeichnet",2851,2843,3298,1838
"G910","Hydrocephalus communicans",2851,2843,949,1838
"G938","Sonstige näher bezeichnete Krankheiten des Gehirns",2851,2843,2691,1838
"H270","Aphakie",2851,2843,2986,1838
"H333","Netzhautriss ohne Netzhautablösung",2851,2843,1382,1838
"H409","Glaukom, nicht näher bezeichnet",2851,2843,1447,1838
"H444","Hypotonia bulbi",2851,2843,889,1838
"H539","Sehstörung, nicht näher bezeichnet",2851,2843,1175,1838
"H652","Chronische seröse Otitis media",2851,2843,962,1838
"I427","Kardiomyopathie durch Arzneimittel oder sonstige exogene Substanzen",2851,2843,3213,1838
"I452","Bifaszikulärer Block",2851,2843,3404,1838
"I510","Herzseptumdefekt, erworben",2851,2843,1222,1838
"I679","Zerebrovaskuläre Krankheit, nicht näher bezeichnet",2851,2843,3184,1838
"J101","Grippe mit sonstigen Manifestationen an den Atemwegen, sonstige Influenzaviren nachgewiesen",2851,2843,1180,1838
"J410","Einfache chronische Bronchitis",2851,2843,2993,1838
"K112","Sialadenitis",2851,2843,2912,1838
"K561","Invagination",2851,2843,3073,1838
"K760","Fettleber [fettige Degeneration], anderenorts nicht klassifiziert",2851,2843,1233,1838
"L508","Sonstige Urtikaria",2851,2843,936,1838
"M029","Reaktive Arthritis, nicht näher bezeichnet",2851,2843,861,1838
"M152","Bouchard-Knoten (mit Arthropathie)",2851,2843,1300,1838
"M205","Sonstige Deformitäten der Zehe(n) (erworben)",2851,2843,3000,1838
"M429","Osteochondrose der Wirbelsäule, nicht näher bezeichnet",2851,2843,3228,1838
"M485","Wirbelkörperkompression, anderenorts nicht klassifiziert",2851,2843,860,1838
"M652","Tendinitis calcarea",2851,2843,1179,1838
"M750","Adhäsive Entzündung der Schultergelenkkapsel",2851,2843,3114,1838
"N043","Nephrotisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis",2851,2843,1032,1838
"N12","Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet",2851,2843,1192,1838
"N139","Obstruktive Uropathie und Refluxuropathie, nicht näher bezeichnet",2851,2843,2828,1838
"N301","Interstitielle Zystitis (chronisch)",2851,2843,3144,1838
"N413","Prostatazystitis",2851,2843,3275,1838
"N434","Spermatozele",2851,2843,3172,1838
"N815","Vaginale Enterozele",2851,2843,2778,1838
"N841","Polyp der Cervix uteri",2851,2843,2625,1838
"R224","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut an den unteren Extremitäten",2851,2843,3090,1838
"R390","Urin-Extravasation",2851,2843,2855,1838
"S015","Offene Wunde der Lippe und der Mundhöhle",2851,2843,1186,1838
"S052","Rissverletzung und Ruptur des Auges mit Prolaps oder Verlust intraokularen Gewebes",2851,2843,1272,1838
"S360","Verletzung der Milz",2851,2843,3132,1838
"S364","Verletzung des Dünndarmes",2851,2843,2898,1838
"S930","Luxation des oberen Sprunggelenkes",2851,2843,3074,1838
"T793","Posttraumatische Wundinfektion, anderenorts nicht klassifiziert",2851,2843,1378,1838
"T826","Infektion und entzündliche Reaktion durch eine Herzklappenprothese",2851,2843,3360,1838
"T844","Mechanische Komplikation durch sonstige intern verwendete orthopädische Geräte, Implantate und Transplantate",2851,2843,1027,1838
"Z60","Kontaktanlässe mit Bezug auf die soziale Umgebung",2851,2843,2562,1838
"Z952","Vorhandensein einer künstlichen Herzklappe",2851,2843,3041,1838
"F072","Organisches Psychosyndrom nach Schädelhirntrauma",2887.5,2792.5,2901,1838
"T838","Sonstige Komplikationen durch Prothesen, Implantate oder Transplantate im Urogenitaltrakt",2887.5,2792.5,883,1838
"C170","Bösartige Neubildung: Duodenum",2890,2800.5,1015,1838
"C903","Solitäres Plasmozytom",2890,2800.5,2817,1838
"M000","Arthritis und Polyarthritis durch Staphylokokken",2890,2800.5,3158,1838
"C450","Mesotheliom der Pleura",2892,2791,1031,1838
"I211","Akuter transmuraler Myokardinfarkt der Hinterwand",2893,3337,3766,3778.5
"D684","Erworbener Mangel an Gerinnungsfaktoren",2894.5,3059.5,2542,1838
"F013","Gemischte kortikale und subkortikale vaskuläre Demenz",2894.5,3059.5,3594,1838
"G931","Anoxische Hirnschädigung, anderenorts nicht klassifiziert",2896,3058,997,1838
"N280","Ischämie und Infarkt der Niere",2897,3061,3685,3701.5
"I800","Thrombose, Phlebitis und Thrombophlebitis oberflächlicher Gefäße der unteren Extremitäten",2898,3234,3722,3750.5
"J459","Asthma bronchiale, nicht näher bezeichnet",2900,3064.5,3317,1838
"K850","Idiopathische akute Pankreatitis",2900,3064.5,3231,1838
"S730","Luxation der Hüfte",2900,3064.5,865,1838
"S810","Offene Wunde des Knies",2902,3067,924,1838
"D320","Gutartige Neubildung: Hirnhäute",2903,3062,3485,1838
"G510","Fazialisparese",2904,3064.5,1359,1838
"B022","Zoster mit Beteiligung anderer Abschnitte des Nervensystems",2905.5,3235.5,3662,3726
"M169","Koxarthrose, nicht näher bezeichnet",2905.5,3235.5,3615,1838
"M300","Panarteriitis nodosa",2907,2881.5,1011,1838
"N61","Entzündliche Krankheiten der Mamma [Brustdrüse]",2908,2885,1381,1838
"C189","Bösartige Neubildung: Kolon, nicht näher bezeichnet",2913,2892,3112,1838
"D132","Gutartige Neubildung: Duodenum",2913,2892,2911,1838
"H332","Seröse Netzhautablösung",2913,2892,2717,1838
"I601","Subarachnoidalblutung, von der A. cerebri media ausgehend",2913,2892,1161,1838
"K311","Hypertrophische Pylorusstenose beim Erwachsenen",2913,2892,1317,1838
"K592","Neurogene Darmstörung, anderenorts nicht klassifiziert",2913,2892,1223,1838
"L959","Vaskulitis, die auf die Haut begrenzt ist, nicht näher bezeichnet",2913,2892,1351,1838
"M341","CR(E)ST-Syndrom",2913,2892,3130,1838
"M753","Tendinitis calcarea im Schulterbereich",2913,2892,2582,1838
"C718","Bösartige Neubildung: Gehirn, mehrere Teilbereiche überlappend",2918,2881.5,3032,1838
"A154","Tuberkulose der intrathorakalen Lymphknoten, bakteriologisch, molekularbiologisch oder histologisch gesichert",2993,2971,789,1838
"B011","Varizellen-Enzephalitis",2993,2971,1388,1838
"B348","Sonstige Virusinfektionen nicht näher bezeichneter Lokalisation",2993,2971,1395,1838
"C001","Bösartige Neubildung: Äußere Unterlippe",2993,2971,1311,1838
"C254","Bösartige Neubildung: Endokriner Drüsenanteil des Pankreas",2993,2971,1324,1838
"C52","Bösartige Neubildung der Vagina",2993,2971,2602,1838
"C609","Bösartige Neubildung: Penis, nicht näher bezeichnet",2993,2971,2847,1838
"C740","Bösartige Neubildung: Nebennierenrinde",2993,2971,3256,1838
"C778","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten mehrerer Regionen",2993,2971,2650,1838
"C794","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Nervensystems",2993,2971,944,1838
"C882","Sonstige Schwerkettenkrankheit",2993,2971,1128,1838
"C925","Akute myelomonozytäre Leukämie",2993,2971,2999,1838
"D010","Carcinoma in situ: Kolon",2993,2971,3191,1838
"D020","Carcinoma in situ: Larynx",2993,2971,993,1838
"D047","Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte",2993,2971,1379,1838
"D105","Gutartige Neubildung: Sonstige Teile des Oropharynx",2993,2971,986,1838
"D135","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase",2993,2971,3008,1838
"D162","Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2993,2971,3190,1838
"D212","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte",2993,2971,1105,1838
"D232","Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges",2993,2971,2920,1838
"D235","Sonstige gutartige Neubildungen: Haut des Rumpfes",2993,2971,2699,1838
"D24","Gutartige Neubildung der Brustdrüse [Mamma]",2993,2971,2479,1838
"D252","Subseröses Leiomyom des Uterus",2993,2971,952,1838
"D351","Gutartige Neubildung: Nebenschilddrüse",2993,2971,2640,1838
"D382","Neubildung unsicheren oder unbekannten Verhaltens: Pleura",2993,2971,866,1838
"D385","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane",2993,2971,2785,1838
"D464","Refraktäre Anämie, nicht näher bezeichnet",2993,2971,989,1838
"D479","Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2993,2971,1417,1838
"D531","Sonstige megaloblastäre Anämien, anderenorts nicht klassifiziert",2993,2971,2897,1838
"D689","Koagulopathie, nicht näher bezeichnet",2993,2971,3036,1838
"D721","Eosinophilie",2993,2971,2567,1838
"D861","Sarkoidose der Lymphknoten",2993,2971,2690,1838
"D862","Sarkoidose der Lunge mit Sarkoidose der Lymphknoten",2993,2971,980,1838
"E048","Sonstige näher bezeichnete nichttoxische Struma",2993,2971,2930,1838
"E054","Hyperthyreosis factitia",2993,2971,2815,1838
"E104","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen",2993,2971,3326,1838
"E105","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen",2993,2971,937,1838
"E146","Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen",2993,2971,1360,1838
"E561","Vitamin-K-Mangel",2993,2971,3173,1838
"E853","Sekundäre systemische Amyloidose",2993,2971,1104,1838
"E878","Sonstige Störungen des Wasser- und Elektrolythaushaltes, anderenorts nicht klassifiziert",2993,2971,979,1838
"F011","Multiinfarkt-Demenz",2993,2971,1428,1838
"F190","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch]",2993,2971,2937,1838
"F233","Sonstige akute vorwiegend wahnhafte psychotische Störungen",2993,2971,1000,1838
"F341","Dysthymia",2993,2971,2559,1838
"F400","Agoraphobie",2993,2971,2884,1838
"F402","Spezifische (isolierte) Phobien",2993,2971,1193,1838
"F608","Sonstige spezifische Persönlichkeitsstörungen",2993,2971,840,1838
"F609","Persönlichkeitsstörung, nicht näher bezeichnet",2993,2971,3395,1838
"G252","Sonstige näher bezeichnete Tremorformen",2993,2971,2886,1838
"G545","Neuralgische Amyotrophie",2993,2971,1097,1838
"G563","Läsion des N. radialis",2993,2971,3022,1838
"G578","Sonstige Mononeuropathien der unteren Extremität",2993,2971,1306,1838
"G608","Sonstige hereditäre und idiopathische Neuropathien",2993,2971,2979,1838
"G622","Polyneuropathie durch sonstige toxische Agenzien",2993,2971,3328,1838
"G900","Idiopathische periphere autonome Neuropathie",2993,2971,2671,1838
"H022","Lagophthalmus",2993,2971,2589,1838
"H262","Cataracta complicata",2993,2971,3014,1838
"H438","Sonstige Affektionen des Glaskörpers",2993,2971,1063,1838
"H698","Sonstige näher bezeichnete Krankheiten der Tuba auditiva",2993,2971,1081,1838
"H933","Krankheiten des N. vestibulocochlearis [VIII. Hirnnerv]",2993,2971,3189,1838
"I051","Rheumatische Mitralklappeninsuffizienz",2993,2971,1037,1838
"I062","Rheumatische Aortenklappenstenose mit Insuffizienz",2993,2971,3006,1838
"I120","Hypertensive Nierenkrankheit mit Niereninsuffizienz",2993,2971,2902,1838
"I279","Pulmonale Herzkrankheit, nicht näher bezeichnet",2993,2971,1226,1838
"I300","Akute unspezifische idiopathische Perikarditis",2993,2971,1007,1838
"I444","Linksanteriorer Faszikelblock",2993,2971,1425,1838
"I694","Folgen eines Schlaganfalls, nicht als Blutung oder Infarkt bezeichnet",2993,2971,2676,1838
"I731","Thrombangiitis obliterans [Endangiitis von-Winiwarter-Buerger]",2993,2971,2951,1838
"I738","Sonstige näher bezeichnete periphere Gefäßkrankheiten",2993,2971,3157,1838
"I778","Sonstige näher bezeichnete Krankheiten der Arterien und Arteriolen",2993,2971,1017,1838
"I850","Ösophagusvarizen mit Blutung",2993,2971,2637,1838
"I868","Varizen sonstiger näher bezeichneter Lokalisationen",2993,2971,1294,1838
"J122","Pneumonie durch Parainfluenzaviren",2993,2971,1315,1838
"J129","Viruspneumonie, nicht näher bezeichnet",2993,2971,2869,1838
"J438","Sonstiges Emphysem",2993,2971,1427,1838
"J61","Pneumokoniose durch Asbest und sonstige anorganische Fasern",2993,2971,2924,1838
"J81","Lungenödem",2993,2971,1067,1838
"J985","Krankheiten des Mediastinums, anderenorts nicht klassifiziert",2993,2971,2697,1838
"K044","Akute apikale Parodontitis pulpalen Ursprungs",2993,2971,2767,1838
"K113","Speicheldrüsenabszess",2993,2971,3170,1838
"K20","Ösophagitis",2993,2971,2822,1838
"K255","Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Perforation",2993,2971,2597,1838
"K419","Hernia femoralis, einseitig oder ohne Seitenangabe, ohne Einklemmung und ohne Gangrän",2993,2971,880,1838
"K431","Narbenhernie mit Gangrän",2993,2971,897,1838
"K440","Hernia diaphragmatica mit Einklemmung, ohne Gangrän",2993,2971,2917,1838
"K599","Funktionelle Darmstörung, nicht näher bezeichnet",2993,2971,1364,1838
"K648","Sonstige Hämorrhoiden",2993,2971,2982,1838
"K658","Sonstige Peritonitis",2993,2971,1464,1838
"K659","Peritonitis, nicht näher bezeichnet",2993,2971,3346,1838
"K729","Leberversagen, nicht näher bezeichnet",2993,2971,1146,1838
"K819","Cholezystitis, nicht näher bezeichnet",2993,2971,3091,1838
"L028","Hautabszess, Furunkel und Karbunkel an sonstigen Lokalisationen",2993,2971,3096,1838
"L408","Sonstige Psoriasis",2993,2971,2952,1838
"L539","Erythematöse Krankheit, nicht näher bezeichnet",2993,2971,2944,1838
"L720","Epidermalzyste",2993,2971,2585,1838
"L871","Reaktive perforierende Kollagenose",2993,2971,1129,1838
"L928","Sonstige granulomatöse Krankheiten der Haut und der Unterhaut",2993,2971,2579,1838
"L958","Sonstige Vaskulitis, die auf die Haut begrenzt ist",2993,2971,787,1838
"M104","Sonstige sekundäre Gicht",2993,2971,1367,1838
"M112","Sonstige Chondrokalzinose",2993,2971,1262,1838
"M151","Heberden-Knoten (mit Arthropathie)",2993,2971,1014,1838
"M257","Osteophyt",2993,2971,3229,1838
"M359","Krankheit mit Systembeteiligung des Bindegewebes, nicht näher bezeichnet",2993,2971,1465,1838
"M463","Bandscheibeninfektion (pyogen)",2993,2971,1220,1838
"M468","Sonstige näher bezeichnete entzündliche Spondylopathien",2993,2971,2653,1838
"M471","Sonstige Spondylose mit Myelopathie",2993,2971,1474,1838
"M706","Bursitis trochanterica",2993,2971,2491,1838
"M728","Sonstige Fibromatosen",2993,2971,2773,1838
"M779","Enthesopathie, nicht näher bezeichnet",2993,2971,1424,1838
"M790","Rheumatismus, nicht näher bezeichnet",2993,2971,1421,1838
"N028","Rezidivierende und persistierende Hämaturie: Sonstige morphologische Veränderungen",2993,2971,2652,1838
"N311","Neurogene Reflexblase, anderenorts nicht klassifiziert",2993,2971,2606,1838
"N350","Posttraumatische Harnröhrenstriktur",2993,2971,3101,1838
"N700","Akute Salpingitis und Oophoritis",2993,2971,3011,1838
"N924","Zu starke Blutung in der Prämenopause",2993,2971,1107,1838
"Q430","Meckel-Divertikel",2993,2971,1197,1838
"R068","Sonstige und nicht näher bezeichnete Störungen der Atmung",2993,2971,1376,1838
"R17","Gelbsucht, nicht näher bezeichnet",2993,2971,2688,1838
"R195","Sonstige Stuhlveränderungen",2993,2971,3062,1838
"R490","Dysphonie",2993,2971,1025,1838
"R579","Schock, nicht näher bezeichnet",2993,2971,1386,1838
"R92","Abnorme Befunde bei der bildgebenden Diagnostik der Mamma [Brustdrüse]",2993,2971,1412,1838
"S302","Prellung der äußeren Genitalorgane",2993,2971,1321,1838
"S434","Verstauchung und Zerrung des Schultergelenkes",2993,2971,1123,1838
"S462","Verletzung des Muskels und der Sehne an sonstigen Teilen des M. biceps brachii",2993,2971,2586,1838
"S501","Prellung sonstiger und nicht näher bezeichneter Teile des Unterarmes",2993,2971,3316,1838
"S522","Fraktur des Ulnaschaftes",2993,2971,2521,1838
"S531","Luxation sonstiger und nicht näher bezeichneter Teile des Ellenbogens",2993,2971,2630,1838
"S631","Luxation eines Fingers",2993,2971,2495,1838
"S634","Traumatische Ruptur von Bändern der Finger im Metakarpophalangeal- und Interphalangealgelenk",2993,2971,2818,1838
"S661","Verletzung der Beugemuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand",2993,2971,2983,1838
"S681","Traumatische Amputation eines sonstigen einzelnen Fingers (komplett) (partiell)",2993,2971,934,1838
"S868","Verletzung sonstiger Muskeln und Sehnen in Höhe des Unterschenkels",2993,2971,3242,1838
"S922","Fraktur eines oder mehrerer sonstiger Fußwurzelknochen",2993,2971,1258,1838
"T175","Fremdkörper im Bronchus",2993,2971,3166,1838
"T185","Fremdkörper in Anus und Rektum",2993,2971,2739,1838
"T424","Vergiftung: Benzodiazepine",2993,2971,1307,1838
"T507","Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten",2993,2971,3334,1838
"T815","Fremdkörper, der versehentlich nach einem Eingriff in einer Körperhöhle oder Operationswunde zurückgeblieben ist",2993,2971,2871,1838
"T862","Versagen und Abstoßung eines Herztransplantates",2993,2971,2959,1838
"Z466","Versorgen mit und Anpassen eines Gerätes im Harntrakt",2993,2971,3233,1838
"Z490","Vorbereitung auf die Dialyse",2993,2971,2564,1838
"Z514","Vorbereitung auf eine nachfolgende Behandlung, anderenorts nicht klassifiziert",2993,2971,1203,1838
"Z524","Nierenspender",2993,2971,2679,1838
"Z866","Krankheiten des Nervensystems oder der Sinnesorgane in der Eigenanamnese",2993,2971,975,1838
"Z888","Allergie gegenüber sonstigen Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",2993,2971,2929,1838
"Z933","Vorhandensein eines Kolostomas",2993,2971,3148,1838
"Z936","Vorhandensein anderer künstlicher Körperöffnungen der Harnwege",2993,2971,3085,1838
"C414","Bösartige Neubildung des Knochens und des Gelenkknorpels: Beckenknochen",3069.5,2885,847,1838
"C840","Mycosis fungoides",3069.5,2885,1018,1838
"D352","Gutartige Neubildung: Hypophyse",3069.5,2885,864,1838
"S120","Fraktur des 1. Halswirbels",3069.5,2885,2641,1838
"C531","Bösartige Neubildung: Ektozervix",3072.5,2879.5,1177,1838
"G352","Multiple Sklerose mit primär-chronischem Verlauf",3072.5,2879.5,801,1838
"D391","Neubildung unsicheren oder unbekannten Verhaltens: Ovar",3074,3069.5,3390,1838
"G452","Multiple und bilaterale Syndrome der extrazerebralen hirnversorgenden Arterien",3076.5,3073.5,3372,1838
"I440","Atrioventrikulärer Block 1. Grades",3076.5,3073.5,1083,1838
"M623","Immobilitätssyndrom (paraplegisch)",3076.5,3073.5,3218,1838
"T820","Mechanische Komplikation durch eine Herzklappenprothese",3076.5,3073.5,3323,1838
"I776","Arteriitis, nicht näher bezeichnet",3080,3069.5,1075,1838
"K220","Achalasie der Kardia",3080,3069.5,3540,1838
"S122","Fraktur eines sonstigen näher bezeichneten Halswirbels",3080,3069.5,3408,1838
"I219","Akuter Myokardinfarkt, nicht näher bezeichnet",3082,3237,834,1838
"I64","Schlaganfall, nicht als Blutung oder Infarkt bezeichnet",3083,3418,3747,3745.5
"I676","Nichteitrige Thrombose des intrakraniellen Venensystems",3084.5,3078,815,1838
"Z223","Keimträger anderer näher bezeichneter bakterieller Krankheiten",3084.5,3078,3061,1838
"E041","Nichttoxischer solitärer Schilddrüsenknoten",3088.5,3082.5,2705,1838
"E110","Diabetes mellitus, Typ 2: Mit Koma",3088.5,3082.5,3269,1838
"H534","Gesichtsfelddefekte",3088.5,3082.5,3116,1838
"S271","Traumatischer Hämatothorax",3088.5,3082.5,3409,1838
"S526","Distale Fraktur der Ulna und des Radius, kombiniert",3088.5,3082.5,3414,1838
"S610","Offene Wunde eines oder mehrerer Finger ohne Schädigung des Nagels",3088.5,3082.5,3152,1838
"E785","Hyperlipidämie, nicht näher bezeichnet",3092,3078,3330,1838
"Z039","Beobachtung bei Verdachtsfall, nicht näher bezeichnet",3093,3415,3738,3677.5
"I634","Hirninfarkt durch Embolie zerebraler Arterien",3094,3046,3794,3795
"C169","Bösartige Neubildung: Magen, nicht näher bezeichnet",3095,3087,3403,1838
"L208","Sonstiges atopisches [endogenes] Ekzem",3096,3088,3025,1838
"D370","Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx",3098.5,3092,2889,1838
"F132","Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Abhängigkeitssyndrom",3098.5,3092,3122,1838
"G824","Spastische Tetraparese und Tetraplegie",3098.5,3092,3160,1838
"S400","Prellung der Schulter und des Oberarmes",3098.5,3092,988,1838
"D110","Gutartige Neubildung: Parotis",3105.5,3100.5,3569,1838
"D868","Sarkoidose an sonstigen und kombinierten Lokalisationen",3105.5,3100.5,3368,1838
"F104","Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom mit Delir",3105.5,3100.5,977,1838
"H020","Entropium und Trichiasis des Augenlides",3105.5,3100.5,3109,1838
"H341","Verschluss der A. centralis retinae",3105.5,3100.5,2830,1838
"I608","Sonstige Subarachnoidalblutung",3105.5,3100.5,2502,1838
"K221","Ösophagusulkus",3105.5,3100.5,3543,1838
"M546","Schmerzen im Bereich der Brustwirbelsäule",3105.5,3100.5,2622,1838
"S523","Fraktur des Radiusschaftes",3105.5,3100.5,3500,1838
"Z031","Beobachtung bei Verdacht auf bösartige Neubildung",3105.5,3100.5,3312,1838
"F450","Somatisierungsstörung",3112,3092,2905,1838
"K559","Gefäßkrankheit des Darmes, nicht näher bezeichnet",3112,3092,3186,1838
"S430","Luxation des Schultergelenkes [Glenohumeralgelenk]",3112,3092,858,1838
"G122","Motoneuron-Krankheit",3114,3086,804,1838
"R470","Dysphasie und Aphasie",3115,3339,3446,1838
"I633","Hirninfarkt durch Thrombose zerebraler Arterien",3116,3051,3789,3788.5
"S068","Sonstige intrakranielle Verletzungen",3117,3238,3536,1838
"I494","Sonstige und nicht näher bezeichnete Extrasystolie",3118.5,3239.5,3440,3714.5
"J969","Respiratorische Insuffizienz, nicht näher bezeichnet",3118.5,3239.5,891,1838
"M179","Gonarthrose, nicht näher bezeichnet",3120,3340,3696,3701.5
"A081","Akute Gastroenteritis durch Norovirus [Norwalk-Virus]",3121,3417,3669,3701.5
"I808","Thrombose, Phlebitis und Thrombophlebitis sonstiger Lokalisationen",3122,3472,3759,3766.5
"C162","Bösartige Neubildung: Corpus ventriculi",3123,3107,818,1838
"C503","Bösartige Neubildung: Unterer innerer Quadrant der Brustdrüse",3124.5,3111,769,1838
"F431","Posttraumatische Belastungsstörung",3124.5,3111,3504,1838
"Z491","Extrakorporale Dialyse",3126,3108.5,3120,3677.5
"A400","Sepsis durch Streptokokken, Gruppe A",3137.5,3126.5,3035,1838
"D123","Gutartige Neubildung: Colon transversum",3137.5,3126.5,1456,1838
"D125","Gutartige Neubildung: Colon sigmoideum",3137.5,3126.5,2543,1838
"D143","Gutartige Neubildung: Bronchus und Lunge",3137.5,3126.5,907,1838
"E038","Sonstige näher bezeichnete Hypothyreose",3137.5,3126.5,1096,1838
"G404","Sonstige generalisierte Epilepsie und epileptische Syndrome",3137.5,3126.5,3211,1838
"G832","Monoparese und Monoplegie einer oberen Extremität",3137.5,3126.5,1182,1838
"I971","Sonstige Funktionsstörungen nach kardiochirurgischem Eingriff",3137.5,3126.5,809,1838
"J451","Nichtallergisches Asthma bronchiale",3137.5,3126.5,3515,1838
"J458","Mischformen des Asthma bronchiale",3137.5,3126.5,1085,1838
"J848","Sonstige näher bezeichnete interstitielle Lungenkrankheiten",3137.5,3126.5,3389,1838
"K083","Verbliebene Zahnwurzel",3137.5,3126.5,1301,1838
"K643","Hämorrhoiden 4. Grades",3137.5,3126.5,1338,1838
"N433","Hydrozele, nicht näher bezeichnet",3137.5,3126.5,3329,1838
"R521","Chronischer unbeeinflussbarer Schmerz",3137.5,3126.5,1396,1838
"S020","Schädeldachfraktur",3137.5,3126.5,1185,1838
"S062","Diffuse Hirnverletzung",3137.5,3126.5,3342,1838
"S818","Offene Wunde sonstiger Teile des Unterschenkels",3137.5,3126.5,904,1838
"S923","Fraktur der Mittelfußknochen",3137.5,3126.5,2576,1838
"T796","Traumatische Muskelischämie",3137.5,3126.5,976,1838
"T856","Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate",3137.5,3126.5,825,1838
"Z741","Probleme mit Bezug auf: Notwendigkeit der Hilfestellung bei der Körperpflege",3137.5,3126.5,2807,1838
"H259","Senile Katarakt, nicht näher bezeichnet",3149,3111,3555,1838
"D591","Sonstige autoimmunhämolytische Anämien",3151,3114,984,1838
"G934","Enzephalopathie, nicht näher bezeichnet",3151,3114,3162,1838
"N991","Harnröhrenstriktur nach medizinischen Maßnahmen",3151,3114,3416,1838
"C436","Bösartiges Melanom der oberen Extremität, einschließlich Schulter",3153,3108.5,2591,1838
"N393","Belastungsinkontinenz [Stressinkontinenz]",3154,3341,3579,1838
"F03","Nicht näher bezeichnete Demenz",3155,3420,3660,3677.5
"I499","Kardiale Arrhythmie, nicht näher bezeichnet",3156,3421,3706,3701.5
"C508","Bösartige Neubildung: Brustdrüse, mehrere Teilbereiche überlappend",3157,3419,3674,1838
"G061","Intraspinaler Abszess und intraspinales Granulom",3159,3244,3578,1838
"L570","Aktinische Keratose",3159,3244,887,1838
"U503","Mittelschwere motorische Funktionseinschränkung",3159,3244,1231,1838
"K859","Akute Pankreatitis, nicht näher bezeichnet",3161,3241,3188,1838
"B378","Kandidose an sonstigen Lokalisationen",3162,3242,824,1838
"M175","Sonstige sekundäre Gonarthrose",3163,3475,3770,3773.5
"L030","Phlegmone an Fingern und Zehen",3164.5,3249.5,921,1838
"N812","Partialprolaps des Uterus und der Vagina",3164.5,3249.5,3362,1838
"H348","Sonstiger Netzhautgefäßverschluss",3166,3246,3503,1838
"G214","Vaskuläres Parkinson-Syndrom",3168.5,3252.5,3303,1838
"I455","Sonstiger näher bezeichneter Herzblock",3168.5,3252.5,3614,1838
"I479","Paroxysmale Tachykardie, nicht näher bezeichnet",3168.5,3252.5,3623,1838
"S023","Fraktur des Orbitabodens",3168.5,3252.5,867,1838
"H268","Sonstige näher bezeichnete Kataraktformen",3171,3247.5,2749,1838
"H405","Glaukom (sekundär) nach sonstigen Affektionen des Auges",3172,3247.5,2890,1838
"C501","Bösartige Neubildung: Zentraler Drüsenkörper der Brustdrüse",3173,3343,3573,1838
"C180","Bösartige Neubildung: Zäkum",3174,3342,2958,1838
"F067","Leichte kognitive Störung",3175.5,3344.5,3424,1838
"K295","Chronische Gastritis, nicht näher bezeichnet",3175.5,3344.5,3612,1838
"I639","Hirninfarkt, nicht näher bezeichnet",3177,3463,3772,3750.5
"G049","Enzephalitis, Myelitis und Enzephalomyelitis, nicht näher bezeichnet",3178,3138.5,3259,1838
"I201","Angina pectoris mit nachgewiesenem Koronarspasmus",3182,3145.5,1023,1838
"I342","Nichtrheumatische Mitralklappenstenose",3182,3145.5,3196,1838
"I612","Intrazerebrale Blutung in die Großhirnhemisphäre, nicht näher bezeichnet",3182,3145.5,3405,1838
"J350","Chronische Tonsillitis",3182,3145.5,3097,1838
"K251","Ulcus ventriculi: Akut, mit Perforation",3182,3145.5,850,1838
"K710","Toxische Leberkrankheit mit Cholestase",3182,3145.5,1200,1838
"Z922","Dauertherapie (gegenwärtig) mit anderen Arzneimitteln in der Eigenanamnese",3182,3145.5,874,1838
