"ICD","Description","ICA","LGPS","RF","Lasso"
"Q283","Sonstige Fehlbildungen der zerebralen Gefäße",2186,2185,2031,1716
"Q288","Sonstige näher bezeichnete angeborene Fehlbildungen des Kreislaufsystems",2186,2185,2031,1716
"Q385","Angeborene Fehlbildungen des Gaumens, anderenorts nicht klassifiziert",2186,2185,2031,1716
"Q401","Angeborene Hiatushernie",2186,2185,2031,1716
"Q430","Meckel-Divertikel",2186,2185,2031,1716
"Q433","Angeborene Fehlbildungen, die die Darmfixation betreffen",2186,2185,2031,1716
"Q438","Sonstige näher bezeichnete angeborene Fehlbildungen des Darmes",2186,2185,2031,1716
"Q445","Sonstige angeborene Fehlbildungen der Gallengänge",2186,2185,2031,1716
"Q446","Zystische Leberkrankheit [Zystenleber]",2186,2185,2031,1716
"Q504","Embryonale Zyste der Tuba uterina",2186,2185,2031,1716
"Q505","Embryonale Zyste des Lig. latum uteri",2186,2185,2031,1716
"Q531","Nondescensus testis, einseitig",2186,2185,2031,1716
"Q556","Sonstige angeborene Fehlbildungen des Penis",2186,2185,2031,1716
"Q610","Angeborene solitäre Nierenzyste",2186,2185,2031,1716
"Q612","Polyzystische Niere, autosomal-dominant",2186,2185,2031,1716
"Q613","Polyzystische Niere, nicht näher bezeichnet",2186,2185,2031,1716
"Q619","Zystische Nierenkrankheit, nicht näher bezeichnet",2186,2185,2031,1716
"Q632","Ektope Niere",2186,2185,2031,1716
"Q644","Fehlbildung des Urachus",2186,2185,2031,1716
"Q647","Sonstige angeborene Fehlbildungen der Harnblase und der Urethra",2186,2185,2031,1716
"Q653","Angeborene Subluxation des Hüftgelenkes, einseitig",2186,2185,2031,1716
"Q654","Angeborene Subluxation des Hüftgelenkes, beidseitig",2186,2185,2031,1716
"Q658","Sonstige angeborene Deformitäten der Hüfte",2186,2185,2031,1716
"Q660","Pes equinovarus congenitus",2186,2185,2031,1716
"Q663","Sonstige angeborene Varusdeformitäten der Füße",2186,2185,2031,1716
"Q664","Pes calcaneovalgus congenitus",2186,2185,2031,1716
"Q665","Pes planus congenitus",2186,2185,2031,1716
"Q666","Sonstige angeborene Valgusdeformitäten der Füße",2186,2185,2031,1716
"Q668","Sonstige angeborene Deformitäten der Füße",2186,2185,2031,1716
"Q669","Angeborene Deformität der Füße, nicht näher bezeichnet",2186,2185,2031,1716
"Q676","Pectus excavatum",2186,2185,2031,1716
"Q682","Angeborene Deformität des Knies",2186,2185,2031,1716
"Q724","Longitudinaler Reduktionsdefekt des Femurs",2186,2185,2031,1716
"Q728","Sonstige Reduktionsdefekte der unteren Extremität(en)",2186,2185,2031,1716
"Q741","Angeborene Fehlbildung des Knies",2186,2185,2031,1716
"Q748","Sonstige näher bezeichnete angeborene Fehlbildungen der Extremität(en)",2186,2185,2031,1716
"Q781","Polyostotische fibröse Dysplasie [Jaffé-Lichtenstein-Syndrom]",2186,2185,2031,1716
"Q786","Angeborene multiple Exostosen",2186,2185,2031,1716
"Q790","Angeborene Zwerchfellhernie",2186,2185,2031,1716
"Q798","Sonstige angeborene Fehlbildungen des Muskel-Skelett-Systems",2186,2185,2031,1716
"Q828","Sonstige näher bezeichnete angeborene Fehlbildungen der Haut",2186,2185,2031,1716
"Q831","Akzessorische Mamma",2186,2185,2031,1716
"Q858","Sonstige Phakomatosen, anderenorts nicht klassifiziert",2186,2185,2031,1716
"Q859","Phakomatose, nicht näher bezeichnet",2186,2185,2031,1716
"Q874","Marfan-Syndrom",2186,2185,2031,1716
"Q969","Turner-Syndrom, nicht näher bezeichnet",2186,2185,2031,1716
"R008","Sonstige und nicht näher bezeichnete Störungen des Herzschlages",2186,2185,2031,1716
"R012","Sonstige Herz-Schallphänomene",2186,2185,2031,1716
"R041","Blutung aus dem Rachen",2186,2185,2031,1716
"R061","Stridor",2186,2185,2031,1716
"R064","Hyperventilation",2186,2185,2031,1716
"R068","Sonstige und nicht näher bezeichnete Störungen der Atmung",2186,2185,2031,1716
"R071","Brustschmerzen bei der Atmung",2186,2185,2031,1716
"R098","Sonstige näher bezeichnete Symptome, die das Kreislaufsystem und das Atmungssystem betreffen",2186,2185,2031,1716
"R100","Akutes Abdomen",2186,2185,2031,1716
"R102","Schmerzen im Becken und am Damm",2186,2185,2031,1716
"R12","Sodbrennen",2186,2185,2031,1716
"R131","Dysphagie bei absaugpflichtigem Tracheostoma mit (teilweise) geblockter Trachealkanüle",2186,2185,2031,1716
"R14","Flatulenz und verwandte Zustände",2186,2185,2031,1716
"R15","Stuhlinkontinenz",2186,2185,2031,1716
"R160","Hepatomegalie, anderenorts nicht klassifiziert",2186,2185,2031,1716
"R161","Splenomegalie, anderenorts nicht klassifiziert",2186,2185,2031,1716
"R17","Gelbsucht, nicht näher bezeichnet",2186,2185,2031,1716
"R194","Veränderungen der Stuhlgewohnheiten",2186,2185,2031,1716
"R195","Sonstige Stuhlveränderungen",2186,2185,2031,1716
"R200","Anästhesie der Haut",2186,2185,2031,1716
"R21","Hautausschlag und sonstige unspezifische Hauteruptionen",2186,2185,2031,1716
"R220","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Kopf",2186,2185,2031,1716
"R221","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Hals",2186,2185,2031,1716
"R222","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Rumpf",2186,2185,2031,1716
"R223","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut an den oberen Extremitäten",2186,2185,2031,1716
"R227","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut an mehreren Lokalisationen",2186,2185,2031,1716
"R230","Zyanose",2186,2185,2031,1716
"R231","Blässe",2186,2185,2031,1716
"R234","Veränderungen des Hautreliefs",2186,2185,2031,1716
"R251","Tremor, nicht näher bezeichnet",2186,2185,2031,1716
"R253","Faszikulation",2186,2185,2031,1716
"R261","Paretischer Gang",2186,2185,2031,1716
"R270","Ataxie, nicht näher bezeichnet",2186,2185,2031,1716
"R278","Sonstige und nicht näher bezeichnete Koordinationsstörungen",2186,2185,2031,1716
"R291","Meningismus",2186,2185,2031,1716
"R293","Abnorme Körperhaltung",2186,2185,2031,1716
"R295","Neurologischer Neglect",2186,2185,2031,1716
"R300","Dysurie",2186,2185,2031,1716
"R34","Anurie und Oligurie",2186,2185,2031,1716
"R35","Polyurie",2186,2185,2031,1716
"R390","Urin-Extravasation",2186,2185,2031,1716
"R392","Extrarenale Urämie",2186,2185,2031,1716
"R398","Sonstige und nicht näher bezeichnete Symptome, die das Harnsystem betreffen",2186,2185,2031,1716
"R402","Koma, nicht näher bezeichnet",2186,2185,2031,1716
"R411","Anterograde Amnesie",2186,2185,2031,1716
"R412","Retrograde Amnesie",2186,2185,2031,1716
"R413","Sonstige Amnesie",2186,2185,2031,1716
"R418","Sonstige und nicht näher bezeichnete Symptome, die das Erkennungsvermögen und das Bewusstsein betreffen",2186,2185,2031,1716
"R440","Akustische Halluzinationen",2186,2185,2031,1716
"R441","Optische Halluzinationen",2186,2185,2031,1716
"R442","Sonstige Halluzinationen",2186,2185,2031,1716
"R451","Ruhelosigkeit und Erregung",2186,2185,2031,1716
"R454","Reizbarkeit und Wut",2186,2185,2031,1716
"R458","Sonstige Symptome, die die Stimmung betreffen",2186,2185,2031,1716
"R464","Verlangsamung und herabgesetztes Reaktionsvermögen",2186,2185,2031,1716
"R481","Agnosie",2186,2185,2031,1716
"R482","Apraxie",2186,2185,2031,1716
"R488","Sonstige und nicht näher bezeichnete Werkzeugstörungen",2186,2185,2031,1716
"R490","Dysphonie",2186,2185,2031,1716
"R502","Medikamenten-induziertes Fieber [Drug fever]",2186,2185,2031,1716
"R520","Akuter Schmerz",2186,2185,2031,1716
"R522","Sonstiger chronischer Schmerz",2186,2185,2031,1716
"R529","Schmerz, nicht näher bezeichnet",2186,2185,2031,1716
"R54","Senilität",2186,2185,2031,1716
"R578","Sonstige Formen des Schocks",2186,2185,2031,1716
"R579","Schock, nicht näher bezeichnet",2186,2185,2031,1716
"R599","Lymphknotenvergrößerung, nicht näher bezeichnet",2186,2185,2031,1716
"R601","Generalisiertes Ödem",2186,2185,2031,1716
"R609","Ödem, nicht näher bezeichnet",2186,2185,2031,1716
"R610","Hyperhidrose, umschrieben",2186,2185,2031,1716
"R630","Anorexie",2186,2185,2031,1716
"R635","Abnorme Gewichtszunahme",2186,2185,2031,1716
"R636","Ungenügende Aufnahme von Nahrung und Flüssigkeit infolge Vernachlässigung der eigenen Person",2186,2185,2031,1716
"R638","Sonstige Symptome, die die Nahrungs- und Flüssigkeitsaufnahme betreffen",2186,2185,2031,1716
"R700","Beschleunigte Blutkörperchensenkungsreaktion",2186,2185,2031,1716
"R72","Veränderung der Leukozyten, anderenorts nicht klassifiziert",2186,2185,2031,1716
"R730","Abnormer Glukosetoleranztest",2186,2185,2031,1716
"R739","Hyperglykämie, nicht näher bezeichnet",2186,2185,2031,1716
"R749","Abnormer Wert nicht näher bezeichneter Serumenzyme",2186,2185,2031,1716
"R760","Erhöhter Antikörpertiter",2186,2185,2031,1716
"R770","Veränderungen der Albumine",2186,2185,2031,1716
"R798","Sonstige näher bezeichnete abnorme Befunde der Blutchemie",2186,2185,2031,1716
"R80","Isolierte Proteinurie",2186,2185,2031,1716
"R828","Abnorme Befunde bei der zytologischen und histologischen Urinuntersuchung",2186,2185,2031,1716
"R876","Abnorme Befunde in Untersuchungsmaterialien aus den weiblichen Genitalorganen: Abnorme zytologische Befunde",2186,2185,2031,1716
"R898","Abnorme Befunde in Untersuchungsmaterialien aus anderen Körperorganen, -systemen und -geweben: Sonstige abnorme Befunde",2186,2185,2031,1716
"R900","Intrakranielle Raumforderung",2186,2185,2031,1716
"R930","Abnorme Befunde bei der bildgebenden Diagnostik des Schädels und des Kopfes, anderenorts nicht klassifiziert",2186,2185,2031,1716
"R932","Abnorme Befunde bei der bildgebenden Diagnostik der Leber und der Gallenwege",2186,2185,2031,1716
"R933","Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Teile des Verdauungstraktes",2186,2185,2031,1716
"R934","Abnorme Befunde bei der bildgebenden Diagnostik der Harnorgane",2186,2185,2031,1716
"R936","Abnorme Befunde bei der bildgebenden Diagnostik der Extremitäten",2186,2185,2031,1716
"R937","Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Abschnitte des Muskel-Skelett-Systems",2186,2185,2031,1716
"R938","Abnorme Befunde bei der bildgebenden Diagnostik an sonstigen näher bezeichneten Körperstrukturen",2186,2185,2031,1716
"R942","Abnorme Ergebnisse von Lungenfunktionsprüfungen",2186,2185,2031,1716
"S000","Oberflächliche Verletzung der behaarten Kopfhaut",2186,2185,2031,1716
"S001","Prellung des Augenlides und der Periokularregion",2186,2185,2031,1716
"S002","Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion",2186,2185,2031,1716
"S003","Oberflächliche Verletzung der Nase",2186,2185,2031,1716
"S004","Oberflächliche Verletzung des Ohres",2186,2185,2031,1716
"S005","Oberflächliche Verletzung der Lippe und der Mundhöhle",2186,2185,2031,1716
"S011","Offene Wunde des Augenlides und der Periokularregion",2186,2185,2031,1716
"S012","Offene Wunde der Nase",2186,2185,2031,1716
"S013","Offene Wunde des Ohres und der Gehörstrukturen",2186,2185,2031,1716
"S014","Offene Wunde der Wange und der Temporomandibularregion",2186,2185,2031,1716
"S015","Offene Wunde der Lippe und der Mundhöhle",2186,2185,2031,1716
"S017","Multiple offene Wunden des Kopfes",2186,2185,2031,1716
"S018","Offene Wunde sonstiger Teile des Kopfes",2186,2185,2031,1716
"S019","Offene Wunde des Kopfes, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S020","Schädeldachfraktur",2186,2185,2031,1716
"S025","Zahnfraktur",2186,2185,2031,1716
"S027","Multiple Frakturen der Schädel- und Gesichtsschädelknochen",2186,2185,2031,1716
"S028","Frakturen sonstiger Schädel- und Gesichtsschädelknochen",2186,2185,2031,1716
"S029","Fraktur des Schädels und der Gesichtsschädelknochen, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S050","Verletzung der Konjunktiva und Abrasio corneae ohne Angabe eines Fremdkörpers",2186,2185,2031,1716
"S051","Prellung des Augapfels und des Orbitagewebes",2186,2185,2031,1716
"S052","Rissverletzung und Ruptur des Auges mit Prolaps oder Verlust intraokularen Gewebes",2186,2185,2031,1716
"S053","Rissverletzung des Auges ohne Prolaps oder Verlust intraokularen Gewebes",2186,2185,2031,1716
"S056","Penetrierende Wunde des Augapfels ohne Fremdkörper",2186,2185,2031,1716
"S058","Sonstige Verletzungen des Auges und der Orbita",2186,2185,2031,1716
"S061","Traumatisches Hirnödem",2186,2185,2031,1716
"S080","Skalpierungsverletzung",2186,2185,2031,1716
"S090","Verletzung von Blutgefäßen des Kopfes, anderenorts nicht klassifiziert",2186,2185,2031,1716
"S091","Verletzung von Muskeln und Sehnen des Kopfes",2186,2185,2031,1716
"S092","Traumatische Trommelfellruptur",2186,2185,2031,1716
"S098","Sonstige näher bezeichnete Verletzungen des Kopfes",2186,2185,2031,1716
"S100","Prellung des Rachens",2186,2185,2031,1716
"S120","Fraktur des 1. Halswirbels",2186,2185,2031,1716
"S121","Fraktur des 2. Halswirbels",2186,2185,2031,1716
"S129","Fraktur im Bereich des Halses, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S130","Traumatische Ruptur einer zervikalen Bandscheibe",2186,2185,2031,1716
"S131","Luxation eines Halswirbels",2186,2185,2031,1716
"S132","Luxation sonstiger und nicht näher bezeichneter Teile im Bereich des Halses",2186,2185,2031,1716
"S134","Verstauchung und Zerrung der Halswirbelsäule",2186,2185,2031,1716
"S136","Verstauchung und Zerrung von Gelenken und Bändern sonstiger und nicht näher bezeichneter Teile des Halses",2186,2185,2031,1716
"S140","Kontusion und Ödem des zervikalen Rückenmarkes",2186,2185,2031,1716
"S141","Sonstige und nicht näher bezeichnete Verletzungen des zervikalen Rückenmarkes",2186,2185,2031,1716
"S143","Verletzung des Plexus brachialis",2186,2185,2031,1716
"S200","Prellung der Mamma [Brustdrüse]",2186,2185,2031,1716
"S207","Multiple oberflächliche Verletzungen des Thorax",2186,2185,2031,1716
"S208","Oberflächliche Verletzung sonstiger und nicht näher bezeichneter Teile des Thorax",2186,2185,2031,1716
"S211","Offene Wunde der vorderen Thoraxwand",2186,2185,2031,1716
"S212","Offene Wunde der hinteren Thoraxwand",2186,2185,2031,1716
"S217","Multiple offene Wunden der Thoraxwand",2186,2185,2031,1716
"S218","Offene Wunde sonstiger Teile des Thorax",2186,2185,2031,1716
"S221","Multiple Frakturen der Brustwirbelsäule",2186,2185,2031,1716
"S222","Fraktur des Sternums",2186,2185,2031,1716
"S228","Fraktur sonstiger Teile des knöchernen Thorax",2186,2185,2031,1716
"S229","Fraktur des knöchernen Thorax, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S233","Verstauchung und Zerrung der Brustwirbelsäule",2186,2185,2031,1716
"S240","Kontusion und Ödem des thorakalen Rückenmarkes",2186,2185,2031,1716
"S241","Sonstige und nicht näher bezeichnete Verletzungen des thorakalen Rückenmarkes",2186,2185,2031,1716
"S250","Verletzung der Aorta thoracica",2186,2185,2031,1716
"S260","Traumatisches Hämoperikard",2186,2185,2031,1716
"S268","Sonstige Verletzungen des Herzens",2186,2185,2031,1716
"S271","Traumatischer Hämatothorax",2186,2185,2031,1716
"S272","Traumatischer Hämatopneumothorax",2186,2185,2031,1716
"S275","Verletzung der Trachea, Pars thoracica",2186,2185,2031,1716
"S278","Verletzung sonstiger näher bezeichneter intrathorakaler Organe und Strukturen",2186,2185,2031,1716
"S298","Sonstige näher bezeichnete Verletzungen des Thorax",2186,2185,2031,1716
"S299","Nicht näher bezeichnete Verletzung des Thorax",2186,2185,2031,1716
"S302","Prellung der äußeren Genitalorgane",2186,2185,2031,1716
"S308","Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens",2186,2185,2031,1716
"S310","Offene Wunde der Lumbosakralgegend und des Beckens",2186,2185,2031,1716
"S311","Offene Wunde der Bauchdecke",2186,2185,2031,1716
"S313","Offene Wunde des Skrotums und der Testes",2186,2185,2031,1716
"S314","Offene Wunde der Vagina und der Vulva",2186,2185,2031,1716
"S318","Offene Wunde sonstiger und nicht näher bezeichneter Teile des Abdomens",2186,2185,2031,1716
"S327","Multiple Frakturen mit Beteiligung der Lendenwirbelsäule und des Beckens",2186,2185,2031,1716
"S334","Traumatische Symphysensprengung",2186,2185,2031,1716
"S335","Verstauchung und Zerrung der Lendenwirbelsäule",2186,2185,2031,1716
"S340","Kontusion und Ödem des lumbalen Rückenmarkes [Conus medullaris]",2186,2185,2031,1716
"S341","Sonstige Verletzung des lumbalen Rückenmarkes",2186,2185,2031,1716
"S343","Verletzung der Cauda equina",2186,2185,2031,1716
"S344","Verletzung des Plexus lumbosacralis",2186,2185,2031,1716
"S358","Verletzung sonstiger Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens",2186,2185,2031,1716
"S360","Verletzung der Milz",2186,2185,2031,1716
"S361","Verletzung der Leber oder der Gallenblase",2186,2185,2031,1716
"S363","Verletzung des Magens",2186,2185,2031,1716
"S364","Verletzung des Dünndarmes",2186,2185,2031,1716
"S365","Verletzung des Dickdarmes",2186,2185,2031,1716
"S366","Verletzung des Rektums",2186,2185,2031,1716
"S368","Verletzung sonstiger intraabdominaler Organe",2186,2185,2031,1716
"S370","Verletzung der Niere",2186,2185,2031,1716
"S371","Verletzung des Harnleiters",2186,2185,2031,1716
"S372","Verletzung der Harnblase",2186,2185,2031,1716
"S390","Verletzung von Muskeln und Sehnen des Abdomens, der Lumbosakralgegend und des Beckens",2186,2185,2031,1716
"S398","Sonstige näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens",2186,2185,2031,1716
"S421","Fraktur der Skapula",2186,2185,2031,1716
"S434","Verstauchung und Zerrung des Schultergelenkes",2186,2185,2031,1716
"S460","Verletzung der Muskeln und der Sehnen der Rotatorenmanschette",2186,2185,2031,1716
"S462","Verletzung des Muskels und der Sehne an sonstigen Teilen des M. biceps brachii",2186,2185,2031,1716
"S463","Verletzung des Muskels und der Sehne des M. triceps brachii",2186,2185,2031,1716
"S467","Verletzung mehrerer Muskeln und Sehnen in Höhe der Schulter und des Oberarmes",2186,2185,2031,1716
"S500","Prellung des Ellenbogens",2186,2185,2031,1716
"S501","Prellung sonstiger und nicht näher bezeichneter Teile des Unterarmes",2186,2185,2031,1716
"S510","Offene Wunde des Ellenbogens",2186,2185,2031,1716
"S518","Offene Wunde sonstiger Teile des Unterarmes",2186,2185,2031,1716
"S519","Offene Wunde des Unterarmes, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S521","Fraktur des proximalen Endes des Radius",2186,2185,2031,1716
"S523","Fraktur des Radiusschaftes",2186,2185,2031,1716
"S524","Fraktur des Ulna- und Radiusschaftes, kombiniert",2186,2185,2031,1716
"S528","Fraktur sonstiger Teile des Unterarmes",2186,2185,2031,1716
"S529","Fraktur des Unterarmes, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S530","Luxation des Radiuskopfes",2186,2185,2031,1716
"S531","Luxation sonstiger und nicht näher bezeichneter Teile des Ellenbogens",2186,2185,2031,1716
"S533","Traumatische Ruptur des Lig. collaterale ulnare",2186,2185,2031,1716
"S565","Verletzung von sonstigen Streckmuskeln und -sehnen in Höhe des Unterarmes",2186,2185,2031,1716
"S600","Prellung eines oder mehrerer Finger ohne Schädigung des Nagels",2186,2185,2031,1716
"S602","Prellung sonstiger Teile des Handgelenkes und der Hand",2186,2185,2031,1716
"S608","Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand",2186,2185,2031,1716
"S610","Offene Wunde eines oder mehrerer Finger ohne Schädigung des Nagels",2186,2185,2031,1716
"S611","Offene Wunde eines oder mehrerer Finger mit Schädigung des Nagels",2186,2185,2031,1716
"S618","Offene Wunde sonstiger Teile des Handgelenkes und der Hand",2186,2185,2031,1716
"S620","Fraktur des Os scaphoideum der Hand",2186,2185,2031,1716
"S621","Fraktur eines oder mehrerer sonstiger Handwurzelknochen",2186,2185,2031,1716
"S622","Fraktur des 1. Mittelhandknochens",2186,2185,2031,1716
"S630","Luxation des Handgelenkes",2186,2185,2031,1716
"S633","Traumatische Ruptur von Bändern des Handgelenkes und der Handwurzel",2186,2185,2031,1716
"S634","Traumatische Ruptur von Bändern der Finger im Metakarpophalangeal- und Interphalangealgelenk",2186,2185,2031,1716
"S635","Verstauchung und Zerrung des Handgelenkes",2186,2185,2031,1716
"S640","Verletzung des N. ulnaris in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S644","Verletzung der Nn. digitales sonstiger Finger",2186,2185,2031,1716
"S648","Verletzung sonstiger Nerven in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S651","Verletzung der A. radialis in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S661","Verletzung der Beugemuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S662","Verletzung der Streckmuskeln und -sehnen des Daumens in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S663","Verletzung der Streckmuskeln und -sehnen sonstiger Finger in Höhe des Handgelenkes und der Hand",2186,2185,2031,1716
"S681","Traumatische Amputation eines sonstigen einzelnen Fingers (komplett) (partiell)",2186,2185,2031,1716
"S709","Oberflächliche Verletzung der Hüfte und des Oberschenkels, nicht näher bezeichnet",2186,2185,2031,1716
"S710","Offene Wunde der Hüfte",2186,2185,2031,1716
"S718","Offene Wunde sonstiger und nicht näher bezeichneter Teile des Beckengürtels",2186,2185,2031,1716
"S727","Multiple Frakturen des Femurs",2186,2185,2031,1716
"S728","Frakturen sonstiger Teile des Femurs",2186,2185,2031,1716
"S731","Verstauchung und Zerrung des Hüftgelenkes",2186,2185,2031,1716
"S750","Verletzung der A. femoralis",2186,2185,2031,1716
"S758","Verletzung sonstiger Blutgefäße in Höhe der Hüfte und des Oberschenkels",2186,2185,2031,1716
"S759","Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe der Hüfte und des Oberschenkels",2186,2185,2031,1716
"S762","Verletzung von Muskeln und Sehnen der Adduktorengruppe des Oberschenkels",2186,2185,2031,1716
"S763","Verletzung von Muskeln und Sehnen der posterioren Muskelgruppe in Höhe des Oberschenkels",2186,2185,2031,1716
"S764","Verletzung sonstiger und nicht näher bezeichneter Muskeln und Sehnen in Höhe des Oberschenkels",2186,2185,2031,1716
"S817","Multiple offene Wunden des Unterschenkels",2186,2185,2031,1716
"S819","Offene Wunde des Unterschenkels, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S820","Fraktur der Patella",2186,2185,2031,1716
"S824","Fraktur der Fibula, isoliert",2186,2185,2031,1716
"S827","Multiple Frakturen des Unterschenkels",2186,2185,2031,1716
"S829","Fraktur des Unterschenkels, Teil nicht näher bezeichnet",2186,2185,2031,1716
"S831","Luxation des Kniegelenkes",2186,2185,2031,1716
"S832","Meniskusriss, akut",2186,2185,2031,1716
"S833","Riss des Kniegelenkknorpels, akut",2186,2185,2031,1716
"S834","Verstauchung und Zerrung des Kniegelenkes mit Beteiligung des (fibularen) (tibialen) Seitenbandes",2186,2185,2031,1716
"S861","Verletzung sonstiger Muskeln und Sehnen der posterioren Muskelgruppe in Höhe des Unterschenkels",2186,2185,2031,1716
"S862","Verletzung von Muskeln und Sehnen der anterioren Muskelgruppe in Höhe des Unterschenkels",2186,2185,2031,1716
"S868","Verletzung sonstiger Muskeln und Sehnen in Höhe des Unterschenkels",2186,2185,2031,1716
"S869","Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Unterschenkels",2186,2185,2031,1716
"S878","Zerquetschung sonstiger und nicht näher bezeichneter Teile des Unterschenkels",2186,2185,2031,1716
"S898","Sonstige näher bezeichnete Verletzungen des Unterschenkels",2186,2185,2031,1716
"S900","Prellung der Knöchelregion",2186,2185,2031,1716
"S903","Prellung sonstiger und nicht näher bezeichneter Teile des Fußes",2186,2185,2031,1716
"S908","Sonstige oberflächliche Verletzungen der Knöchelregion und des Fußes",2186,2185,2031,1716
"S910","Offene Wunde der Knöchelregion",2186,2185,2031,1716
"S911","Offene Wunde einer oder mehrerer Zehen ohne Schädigung des Nagels",2186,2185,2031,1716
"S913","Offene Wunde sonstiger Teile des Fußes",2186,2185,2031,1716
"S921","Fraktur des Talus",2186,2185,2031,1716
"S922","Fraktur eines oder mehrerer sonstiger Fußwurzelknochen",2186,2185,2031,1716
"S924","Fraktur der Großzehe",2186,2185,2031,1716
"S925","Fraktur einer sonstigen Zehe",2186,2185,2031,1716
"S930","Luxation des oberen Sprunggelenkes",2186,2185,2031,1716
"S931","Luxation einer oder mehrerer Zehen",2186,2185,2031,1716
"S932","Traumatische Ruptur von Bändern in Höhe des oberen Sprunggelenkes und des Fußes",2186,2185,2031,1716
"S934","Verstauchung und Zerrung des oberen Sprunggelenkes",2186,2185,2031,1716
"S948","Verletzung sonstiger Nerven in Höhe des Knöchels und des Fußes",2186,2185,2031,1716
"S960","Verletzung von Muskeln und Sehnen der langen Beugemuskeln der Zehen in Höhe des Knöchels und des Fußes",2186,2185,2031,1716
"S961","Verletzung von Muskeln und Sehnen der langen Streckmuskeln der Zehen in Höhe des Knöchels und des Fußes",2186,2185,2031,1716
"S969","Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Knöchels und des Fußes",2186,2185,2031,1716
"S983","Traumatische Amputation sonstiger Teile des Fußes",2186,2185,2031,1716
"T003","Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der unteren Extremität(en)",2186,2185,2031,1716
"T009","Multiple oberflächliche Verletzungen, nicht näher bezeichnet",2186,2185,2031,1716
"T011","Offene Wunden mit Beteiligung von Thorax und Abdomen, von Thorax und Lumbosakralgegend oder von Thorax und Becken",2186,2185,2031,1716
"T019","Multiple offene Wunden, nicht näher bezeichnet",2186,2185,2031,1716
"T025","Frakturen mit Beteiligung mehrerer Regionen beider unterer Extremitäten",2186,2185,2031,1716
"T07","Nicht näher bezeichnete multiple Verletzungen",2186,2185,2031,1716
"T080","Fraktur der Wirbelsäule, Höhe nicht näher bezeichnet: geschlossen oder o.n.A.",2186,2185,2031,1716
"T090","Oberflächliche Verletzung des Rumpfes, Höhe nicht näher bezeichnet",2186,2185,2031,1716
"T093","Verletzung des Rückenmarkes, Höhe nicht näher bezeichnet",2186,2185,2031,1716
"T119","Nicht näher bezeichnete Verletzung der oberen Extremität, Höhe nicht näher bezeichnet",2186,2185,2031,1716
"T130","Oberflächliche Verletzung der unteren Extremität, Höhe nicht näher bezeichnet",2186,2185,2031,1716
"T140","Oberflächliche Verletzung an einer nicht näher bezeichneten Körperregion",2186,2185,2031,1716
"T141","Offene Wunde an einer nicht näher bezeichneten Körperregion",2186,2185,2031,1716
"T143","Luxation, Verstauchung und Zerrung an einer nicht näher bezeichneten Körperregion",2186,2185,2031,1716
"T145","Verletzung eines oder mehrerer Blutgefäße an einer nicht näher bezeichneten Körperregion",2186,2185,2031,1716
"T146","Verletzung von Muskeln und Sehnen an einer nicht näher bezeichneten Körperregion",2186,2185,2031,1716
"T149","Verletzung, nicht näher bezeichnet",2186,2185,2031,1716
"T150","Fremdkörper in der Kornea",2186,2185,2031,1716
"T172","Fremdkörper im Rachen",2186,2185,2031,1716
"T173","Fremdkörper im Kehlkopf",2186,2185,2031,1716
"T174","Fremdkörper in der Trachea",2186,2185,2031,1716
"T175","Fremdkörper im Bronchus",2186,2185,2031,1716
"T178","Fremdkörper an sonstigen und mehreren Lokalisationen der Atemwege",2186,2185,2031,1716
