"ICD","Description","ICA","LGPS","RF","Lasso"
"A152","Lungentuberkulose, histologisch gesichert",2821,2790,2346,2659.5
"A858","Sonstige näher bezeichnete Virusenzephalitis",2821,2790,1541,1798
"B018","Varizellen mit sonstigen Komplikationen",2821,2790,2531,1984
"B171","Akute Virushepatitis C",2821,2790,1274,2810.5
"B270","Mononukleose durch Gamma-Herpesviren",2821,2790,2718,2408.5
"C100","Bösartige Neubildung: Vallecula epiglottica",2821,2790,1521,1848
"C110","Bösartige Neubildung: Obere Wand des Nasopharynx",2821,2790,2573,1338
"C12","Bösartige Neubildung des Recessus piriformis",2821,2790,1605,1984
"C574","Bösartige Neubildung: Uterine Adnexe, nicht näher bezeichnet",2821,2790,1503,1830.5
"C671","Bösartige Neubildung: Apex vesicae",2821,2790,2512,2733.5
"C761","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Thorax",2821,2790,1434,1848
"C785","Sekundäre bösartige Neubildung des Dickdarmes und des Rektums",2821,2790,2463,1691.5
"C788","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Verdauungsorgane",2821,2790,1394,1917
"C822","Follikuläres Lymphom Grad III, nicht näher bezeichnet",2821,2790,1402,2348.5
"C835","Lymphoblastisches Lymphom",2821,2790,3041,2348.5
"C969","Bösartige Neubildung des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2821,2790,1693,1958.5
"D020","Carcinoma in situ: Larynx",2821,2790,1146,2589.5
"D036","Melanoma in situ der oberen Extremität, einschließlich Schulter",2821,2790,2487,2029
"D074","Carcinoma in situ: Penis",2821,2790,2567,2117
"D104","Gutartige Neubildung: Tonsille",2821,2790,3008,1812.5
"D105","Gutartige Neubildung: Sonstige Teile des Oropharynx",2821,2790,3022,2466
"D129","Gutartige Neubildung: Analkanal und Anus",2821,2790,2590,1776
"D135","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase",2821,2790,1239,2088.5
"D165","Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen",2821,2790,2438,2466
"D179","Gutartige Neubildung des Fettgewebes, nicht näher bezeichnet",2821,2790,2823,1687
"D210","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses",2821,2790,1283,2184
"D219","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet",2821,2790,2242,2256.5
"D225","Melanozytennävus des Rumpfes",2821,2790,2372,2297
"D235","Sonstige gutartige Neubildungen: Haut des Rumpfes",2821,2790,2804,1830.5
"D413","Neubildung unsicheren oder unbekannten Verhaltens: Urethra",2821,2790,2360,1714.5
"D434","Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark",2821,2790,2751,2589.5
"D479","Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2821,2790,3077,2733.5
"D484","Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum",2821,2790,1644,1693.5
"D520","Alimentäre Folsäure-Mangelanämie",2821,2790,2777,1727.5
"D539","Alimentäre Anämie, nicht näher bezeichnet",2821,2790,2776,2148
"E079","Krankheit der Schilddrüse, nicht näher bezeichnet",2821,2790,2928,2057.5
"E43","Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung",2821,2790,2802,2466
"F072","Organisches Psychosyndrom nach Schädelhirntrauma",2821,2790,1281,2148
"F194","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom mit Delir",2821,2790,2283,1812.5
"F302","Manie mit psychotischen Symptomen",2821,2790,1381,1670.5
"F320","Leichte depressive Episode",2821,2790,3216,2348.5
"F339","Rezidivierende depressive Störung, nicht näher bezeichnet",2821,2790,2469,2526
"F452","Hypochondrische Störung",2821,2790,2589,2589.5
"F459","Somatoforme Störung, nicht näher bezeichnet",2821,2790,2914,2659.5
"F711","Mittelgradige Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert",2821,2790,2618,1878.5
"G233","",2821,2790,1382,2348.5
"G379","Demyelinisierende Krankheit des Zentralnervensystems, nicht näher bezeichnet",2821,2790,3191,2184
"G518","Sonstige Krankheiten des N. facialis",2821,2790,2520,2088.5
"G603","Idiopathische progressive Neuropathie",2821,2790,2797,2297
"G609","Hereditäre und idiopathische Neuropathie, nicht näher bezeichnet",2821,2790,1054,1741
"G710","Muskeldystrophie",2821,2790,2462,2589.5
"G720","Arzneimittelinduzierte Myopathie",2821,2790,2402,2057.5
"G724","Entzündliche Myopathie, anderenorts nicht klassifiziert",2821,2790,2734,2348.5
"G834","Cauda- (equina-) Syndrom",2821,2790,1353,2088.5
"G919","Hydrozephalus, nicht näher bezeichnet",2821,2790,2534,1917
"G959","Krankheit des Rückenmarkes, nicht näher bezeichnet",2821,2790,2820,2184
"H260","Infantile, juvenile und präsenile Katarakt",2821,2790,2598,2466
"H440","Purulente Endophthalmitis",2821,2790,2587,1899.5
"H447","Verbliebener (alter) amagnetischer intraokularer Fremdkörper",2821,2790,1466,2408.5
"H524","Presbyopie",2821,2790,1291,1727.5
"H549","Nicht näher bezeichnete Sehbeeinträchtigung (binokular)",2821,2790,1246,2217.5
"H720","Zentrale Perforation des Trommelfells",2821,2790,2840,2408.5
"H800","Otosklerose mit Beteiligung der Fenestra vestibuli, nichtobliterierend",2821,2790,1151,1917
"H901","Einseitiger Hörverlust durch Schallleitungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",2821,2790,2911,2348.5
"H922","Blutung aus dem äußeren Gehörgang",2821,2790,3115,2256.5
"H933","Krankheiten des N. vestibulocochlearis [VIII. Hirnnerv]",2821,2790,1393,2408.5
"I254","Koronararterienaneurysma",2821,2790,2907,2408.5
"I601","Subarachnoidalblutung, von der A. cerebri media ausgehend",2821,2790,2838,2256.5
"I603","Subarachnoidalblutung, von der A. communicans posterior ausgehend",2821,2790,2877,2217.5
"I691","Folgen einer intrazerebralen Blutung",2821,2790,1696,2256.5
"I694","Folgen eines Schlaganfalls, nicht als Blutung oder Infarkt bezeichnet",2821,2790,1514,1860
"I700","Atherosklerose der Aorta",2821,2790,2446,1679.5
"I749","Embolie und Thrombose nicht näher bezeichneter Arterie",2821,2790,1121,2526
"I888","Sonstige unspezifische Lymphadenitis",2821,2790,3033,1917
"J018","Sonstige akute Sinusitis",2821,2790,1357,2297
"J060","Akute Laryngopharyngitis",2821,2790,2856,2088.5
"J340","Abszess, Furunkel und Karbunkel der Nase",2821,2790,2870,2348.5
"J351","Hyperplasie der Gaumenmandeln",2821,2790,2765,1338
"J385","Laryngospasmus",2821,2790,2509,2029
"J410","Einfache chronische Bronchitis",2821,2790,2404,2006.5
"J432","Zentrilobuläres Emphysem",2821,2790,2810,2589.5
"J702","Akute arzneimittelinduzierte interstitielle Lungenkrankheiten",2821,2790,2645,2256.5
"K108","Sonstige näher bezeichnete Krankheiten der Kiefer",2821,2790,2315,1734
"K113","Speicheldrüsenabszess",2821,2790,1658,2466
"K431","Narbenhernie mit Gangrän",2821,2790,3249,2217.5
"K437","Sonstige und nicht näher bezeichnete Hernia ventralis mit Gangrän",2821,2790,2455,2088.5
"K514","Inflammatorische Polypen des Kolons",2821,2790,2958,2810.5
"K711","Toxische Leberkrankheit mit Lebernekrose",2821,2790,1384,2148
"K712","Toxische Leberkrankheit mit akuter Hepatitis",2821,2790,2359,2466
"K808","Sonstige Cholelithiasis",2821,2790,1522,2297
"K900","Zöliakie",2821,2790,1536,1727.5
"K910","Erbrechen nach gastrointestinalem chirurgischem Eingriff",2821,2790,1300,2117
"L080","Pyodermie",2821,2790,1258,1776
"L219","Seborrhoisches Ekzem, nicht näher bezeichnet",2821,2790,2811,2348.5
"L298","Sonstiger Pruritus",2821,2790,1243,1984
"L509","Urtikaria, nicht näher bezeichnet",2821,2790,2800,2526
"L959","Vaskulitis, die auf die Haut begrenzt ist, nicht näher bezeichnet",2821,2790,1174,1899.5
"L989","Krankheit der Haut und der Unterhaut, nicht näher bezeichnet",2821,2790,3187,2659.5
"M028","Sonstige reaktive Arthritiden",2821,2790,2636,2217.5
"M052","Vaskulitis bei seropositiver chronischer Polyarthritis",2821,2790,1410,2297
"M061","Adulte Form der Still-Krankheit",2821,2790,3573,1693.5
"M189","Rhizarthrose, nicht näher bezeichnet",2821,2790,1584,1937
"M214","Plattfuß [Pes planus] (erworben)",2821,2790,2796,1917
"M218","Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten",2821,2790,1538,2408.5
"M243","Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert",2821,2790,3161,2466
"M314","Aortenbogen-Syndrom [Takayasu-Syndrom]",2821,2790,1615,1984
"M415","Sonstige sekundäre Skoliose",2821,2790,1290,2408.5
"M430","Spondylolyse",2821,2790,1159,2184
"M519","Bandscheibenschaden, nicht näher bezeichnet",2821,2790,3337,2088.5
"M539","Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet",2821,2790,3384,3205.5
"M610","Traumatische Myositis ossificans",2821,2790,2525,2297
"M629","Muskelkrankheit, nicht näher bezeichnet",2821,2790,2862,2733.5
"M654","Tendovaginitis stenosans [de Quervain]",2821,2790,2517,2589.5
"M664","Spontanruptur sonstiger Sehnen",2821,2790,2782,1937
"M710","Schleimbeutelabszess",2821,2790,1090,1878.5
"M711","Sonstige infektiöse Bursitis",2821,2790,2904,2088.5
"M752","Tendinitis des M. biceps brachii",2821,2790,2720,1899.5
"M779","Enthesopathie, nicht näher bezeichnet",2821,2790,3060,2408.5
"M854","Solitäre Knochenzyste",2821,2790,1064,1878.5
"M856","Sonstige Knochenzyste",2821,2790,1640,1958.5
"M890","Neurodystrophie [Algodystrophie]",2821,2790,1076,2733.5
"N045","Nephrotisches Syndrom: Diffuse mesangiokapilläre Glomerulonephritis",2821,2790,2277,2896
"N211","Urethrastein",2821,2790,1141,1798
"N301","Interstitielle Zystitis (chronisch)",2821,2790,1069,2659.5
"N309","Zystitis, nicht näher bezeichnet",2821,2790,2442,2466
"N319","Neuromuskuläre Dysfunktion der Harnblase, nicht näher bezeichnet",2821,2790,1642,1762.5
"N323","Harnblasendivertikel",2821,2790,1398,1958.5
"N482","Sonstige entzündliche Krankheiten des Penis",2821,2790,2791,1727.5
"N501","Gefäßkrankheiten der männlichen Genitalorgane",2821,2790,1656,2217.5
"N641","Fettgewebsnekrose der Mamma",2821,2790,1557,1707.5
"N841","Polyp der Cervix uteri",2821,2790,1507,2256.5
"N859","Nichtentzündliche Krankheit des Uterus, nicht näher bezeichnet",2821,2790,1091,1741
"N870","Niedriggradige Dysplasie der Cervix uteri",2821,2790,3594,2408.5
"N882","Striktur und Stenose der Cervix uteri",2821,2790,3057,2466
"N939","Abnorme Uterus- oder Vaginalblutung, nicht näher bezeichnet",2821,2790,1532,1767.5
"Q180","Branchiogene(r) Sinus, Fistel und Zyste",2821,2790,3074,1984
"Q278","Sonstige näher bezeichnete angeborene Fehlbildungen des peripheren Gefäßsystems",2821,2790,2417,2408.5
"Q654","Angeborene Subluxation des Hüftgelenkes, beidseitig",2821,2790,3258,2526
"Q666","Sonstige angeborene Valgusdeformitäten der Füße",2821,2790,1535,1673.5
"R092","Atemstillstand",2821,2790,1095,2589.5
"R261","Paretischer Gang",2821,2790,1687,2184
"R390","Urin-Extravasation",2821,2790,2762,1720
"R401","Sopor",2821,2790,2480,1673.5
"R930","Abnorme Befunde bei der bildgebenden Diagnostik des Schädels und des Kopfes, anderenorts nicht klassifiziert",2821,2790,3149,2057.5
"S020","Schädeldachfraktur",2821,2790,2364,2659.5
"S028","Frakturen sonstiger Schädel- und Gesichtsschädelknochen",2821,2790,2684,2589.5
"S143","Verletzung des Plexus brachialis",2821,2790,1590,1830.5
"S268","Sonstige Verletzungen des Herzens",2821,2790,3037,1720
"S327","Multiple Frakturen mit Beteiligung der Lendenwirbelsäule und des Beckens",2821,2790,2260,2057.5
"S368","Verletzung sonstiger intraabdominaler Organe",2821,2790,2905,1958.5
"S372","Verletzung der Harnblase",2821,2790,2853,1741
"S528","Fraktur sonstiger Teile des Unterarmes",2821,2790,1204,2408.5
"S608","Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand",2821,2790,1436,2297
"S750","Verletzung der A. femoralis",2821,2790,2582,2029
"S922","Fraktur eines oder mehrerer sonstiger Fußwurzelknochen",2821,2790,3199,2088.5
"T222","Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand",2821,2790,1639,1338
"T402","Vergiftung: Sonstige Opioide",2821,2790,1047,2589.5
"T430","Vergiftung: Tri- und tetrazyklische Antidepressiva",2821,2790,2828,1338
"T58","Toxische Wirkung von Kohlenmonoxid",2821,2790,1460,2297
"T754","Schäden durch elektrischen Strom",2821,2790,2641,2659.5
"T802","Infektionen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2821,2790,1341,2659.5
"T808","Sonstige Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2821,2790,2381,2117
"T932","Folgen sonstiger Frakturen der unteren Extremität",2821,2790,2304,2733.5
"U500","Keine oder geringe motorische Funktionseinschränkung",2821,2790,2259,3089.5
"Z516","Desensibilisierung gegenüber Allergenen",2821,2790,1324,2297
"Z524","Nierenspender",2821,2790,1670,2659.5
"Z71","Personen, die das Gesundheitswesen zum Zwecke anderer Beratung oder ärztlicher Konsultation in Anspruch nehmen, anderenorts nicht klassifiziert",2821,2790,2711,2217.5
"Z854","Bösartige Neubildung der Genitalorgane in der Eigenanamnese",2821,2790,2278,1830.5
"Z878","Sonstige näher bezeichnete Krankheiten oder Zustände in der Eigenanamnese",2821,2790,2513,1338
"Z911","Nichtbefolgung ärztlicher Anordnungen [Non-compliance] in der Eigenanamnese",2821,2790,2686,2408.5
"Z991","Langzeitige Abhängigkeit vom Respirator",2821,2790,1547,1338
"Z992","Langzeitige Abhängigkeit von Dialyse bei Niereninsuffizienz",2821,2790,1682,2348.5
"C118","Bösartige Neubildung: Nasopharynx, mehrere Teilbereiche überlappend",2909.5,2691.5,1449,2148
"C52","Bösartige Neubildung der Vagina",2909.5,2691.5,1598,2029
"H918","Sonstiger näher bezeichneter Hörverlust",2909.5,2691.5,2978,1917
"L950","Livedo-Vaskulitis",2909.5,2691.5,3277,1958.5
"K115","Sialolithiasis",2912,2688,2992,1830.5
"I81","Pfortaderthrombose",2913,3236,3737,3736.5
"J160","Pneumonie durch Chlamydien",2914.5,2903.5,3586,3620
"J951","Akute pulmonale Insuffizienz nach Thoraxoperation",2914.5,2903.5,1059,3466.5
"G048","Sonstige Enzephalitis, Myelitis und Enzephalomyelitis",2916,2901,1163,2733.5
"G811","Spastische Hemiparese und Hemiplegie",2917,2902,2857,2217.5
"D110","Gutartige Neubildung: Parotis",2918,3113.5,3509,3620
"E039","Hypothyreose, nicht näher bezeichnet",2919,3113.5,2916,2117
"M163","Sonstige dysplastische Koxarthrose",2920,3102,3789,3789
"I808","Thrombose, Phlebitis und Thrombophlebitis sonstiger Lokalisationen",2921,3325,3780,3783.5
"S521","Fraktur des proximalen Endes des Radius",2922,3115,3700,3689.5
"I800","Thrombose, Phlebitis und Thrombophlebitis oberflächlicher Gefäße der unteren Extremitäten",2923,3388,3776,3776.5
"D432","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet",2929,2912,3375,1720
"E059","Hyperthyreose, nicht näher bezeichnet",2929,2912,3138,2896
"F451","Undifferenzierte Somatisierungsstörung",2929,2912,2328,2733.5
"G978","Sonstige Krankheiten des Nervensystems nach medizinischen Maßnahmen",2929,2912,1417,2896
"I080","Krankheiten der Mitral- und Aortenklappe, kombiniert",2929,2912,1565,3205.5
"K294","Chronische atrophische Gastritis",2929,2912,3511,3466.5
"K719","Toxische Leberkrankheit, nicht näher bezeichnet",2929,2912,3050,2990
"L282","Sonstige Prurigo",2929,2912,3093,2733.5
"S460","Verletzung der Muskeln und der Sehnen der Rotatorenmanschette",2929,2912,3023,2466
"S810","Offene Wunde des Knies",2929,2912,2543,2466
"T829","Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Herzen und in den Gefäßen",2929,2912,1104,1687
"D481","Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe",2935.5,2905.5,3393,1830.5
"N61","Entzündliche Krankheiten der Mamma [Brustdrüse]",2935.5,2905.5,1414,2810.5
"F070","Organische Persönlichkeitsstörung",2938,3117,2846,3533.5
"M704","Bursitis praepatellaris",2938,3117,3525,3581.5
"M872","Knochennekrose durch vorangegangenes Trauma",2938,3117,3617,3581.5
"M167","Sonstige sekundäre Koxarthrose",2940,3323,3779,3783.5
"M878","Sonstige Knochennekrose",2941,3394,3710,3736.5
"S822","Fraktur des Tibiaschaftes",2942,3328,3729,3736.5
"A403","Sepsis durch Streptococcus pneumoniae",2943,3119,3643,3648.5
"N281","Zyste der Niere",2944.5,3120.5,1354,3620
"Z520","Blutspender",2944.5,3120.5,3422,3620
"K852","Alkoholinduzierte akute Pankreatitis",2946,2918,3551,3581.5
"C480","Bösartige Neubildung: Retroperitoneum",2947.5,2921,3139,3388.5
"J848","Sonstige näher bezeichnete interstitielle Lungenkrankheiten",2947.5,2921,3394,3620
"C500","Bösartige Neubildung: Brustwarze und Warzenhof",2949.5,2924.5,1628,2810.5
"M222","Krankheiten im Patellofemoralbereich",2949.5,2924.5,3355,3466.5
"C539","Bösartige Neubildung: Cervix uteri, nicht näher bezeichnet",2951,2919,3430,1830.5
"D45","Polycythaemia vera",2960.5,2935.5,3019,2526
"F608","Sonstige spezifische Persönlichkeitsstörungen",2960.5,2935.5,3085,2348.5
"G410","Grand-mal-Status",2960.5,2935.5,3278,2526
"I259","Chronische ischämische Herzkrankheit, nicht näher bezeichnet",2960.5,2935.5,2332,1787
"I447","Linksschenkelblock, nicht näher bezeichnet",2960.5,2935.5,3462,2990
"J343","Hypertrophie der Nasenmuscheln",2960.5,2935.5,1110,2810.5
"K612","Anorektalabszess",2960.5,2935.5,3303,3388.5
"M205","Sonstige Deformitäten der Zehe(n) (erworben)",2960.5,2935.5,3550,3388.5
"M726","Nekrotisierende Fasziitis",2960.5,2935.5,2685,3205.5
"M766","Tendinitis der Achillessehne",2960.5,2935.5,1333,2733.5
"N139","Obstruktive Uropathie und Refluxuropathie, nicht näher bezeichnet",2960.5,2935.5,1376,2408.5
"N410","Akute Prostatitis",2960.5,2935.5,3011,3205.5
"R260","Ataktischer Gang",2960.5,2935.5,1144,2088.5
"R572","Septischer Schock",2960.5,2935.5,3335,3089.5
"S301","Prellung der Bauchdecke",2960.5,2935.5,3332,2297
"S462","Verletzung des Muskels und der Sehne an sonstigen Teilen des M. biceps brachii",2960.5,2935.5,1138,3089.5
"S921","Fraktur des Talus",2960.5,2935.5,3073,3310.5
"Z488","Sonstige näher bezeichnete Nachbehandlung nach chirurgischem Eingriff",2960.5,2935.5,1109,2733.5
"K220","Achalasie der Kardia",2970,2921,1296,3205.5
"K912","Malabsorption nach chirurgischem Eingriff, anderenorts nicht klassifiziert",2971.5,2924.5,2784,1812.5
"M961","Postlaminektomie-Syndrom, anderenorts nicht klassifiziert",2971.5,2924.5,3300,2659.5
"F03","Nicht näher bezeichnete Demenz",2973,3389,3719,3736.5
"I822","Embolie und Thrombose der V. cava",2974,3239,3711,3648.5
"M220","Habituelle Luxation der Patella",2975,3123.5,3311,3620
"J156","Pneumonie durch andere gramnegative Bakterien",2976,3125,3179,3533.5
"C670","Bösartige Neubildung: Trigonum vesicae",2977,3122,2789,2733.5
"S932","Traumatische Ruptur von Bändern in Höhe des oberen Sprunggelenkes und des Fußes",2978,3123.5,1233,2990
"M942","Chondromalazie",2979,3390,3598,3708
"C629","Bösartige Neubildung: Hoden, nicht näher bezeichnet",2980,2945,1088,3466.5
"G728","Sonstige näher bezeichnete Myopathien",2981,2952,2415,2896
"C538","Bösartige Neubildung: Cervix uteri, mehrere Teilbereiche überlappend",2982.5,2946.5,2986,3089.5
"H334","Traktionsablösung der Netzhaut",2982.5,2946.5,2675,3466.5
"M328","Sonstige Formen des systemischen Lupus erythematodes",2984,2956,3146,3205.5
"C549","Bösartige Neubildung: Corpus uteri, nicht näher bezeichnet",2985,2950,1326,2810.5
"A414","Sepsis durch Anaerobier",2999,2973,2873,3388.5
"B377","Candida-Sepsis",2999,2973,2989,2029
"B441","Sonstige Aspergillose der Lunge",2999,2973,3288,2589.5
"D171","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes",2999,2973,3253,3310.5
"D34","Gutartige Neubildung der Schilddrüse",2999,2973,1582,3089.5
"G250","Essentieller Tremor",2999,2973,3048,2896
"G440","Cluster-Kopfschmerz",2999,2973,1189,2659.5
"G621","Alkohol-Polyneuropathie",2999,2973,1442,2408.5
"G958","Sonstige näher bezeichnete Krankheiten des Rückenmarkes",2999,2973,3265,2348.5
"H023","Blepharochalasis",2999,2973,2353,2256.5
"I052","Mitralklappenstenose mit Insuffizienz",2999,2973,2842,3089.5
"I453","Trifaszikulärer Block",2999,2973,3410,1720
"J154","Pneumonie durch sonstige Streptokokken",2999,2973,1166,2217.5
"J988","Sonstige näher bezeichnete Krankheiten der Atemwege",2999,2973,3006,1984
"K620","Analpolyp",2999,2973,2697,2659.5
"L032","Phlegmone im Gesicht",2999,2973,3407,2348.5
"L500","Allergische Urtikaria",2999,2973,2841,2348.5
"L891","Dekubitus 2. Grades",2999,2973,3225,3089.5
"M203","Sonstige Deformität der Großzehe (erworben)",2999,2973,2819,2733.5
"M329","Systemischer Lupus erythematodes, nicht näher bezeichnet",2999,2973,3255,2659.5
"M768","Sonstige Enthesopathien der unteren Extremität mit Ausnahme des Fußes",2999,2973,2379,2466
"M818","Sonstige Osteoporose",2999,2973,2968,1878.5
"M840","Frakturheilung in Fehlstellung",2999,2973,3157,2810.5
"N814","Uterovaginalprolaps, nicht näher bezeichnet",2999,2973,3276,3310.5
"N851","Adenomatöse Hyperplasie des Endometriums",2999,2973,3272,2990
"S062","Diffuse Hirnverletzung",2999,2973,2833,2896
"Z958","Vorhandensein von sonstigen kardialen oder vaskulären Implantaten oder Transplantaten",2999,2973,2723,2526
"C300","Bösartige Neubildung: Nasenhöhle",3013,2948,3284,2810.5
"G359","Multiple Sklerose, nicht näher bezeichnet",3016.5,2956,1678,2810.5
"I083","Krankheiten der Mitral-, Aorten- und Trikuspidalklappe, kombiniert",3016.5,2956,3559,2088.5
"K551","Chronische Gefäßkrankheiten des Darmes",3016.5,2956,1456,2348.5
"K559","Gefäßkrankheit des Darmes, nicht näher bezeichnet",3016.5,2956,3409,2733.5
"L309","Dermatitis, nicht näher bezeichnet",3016.5,2956,3150,2810.5
"S141","Sonstige und nicht näher bezeichnete Verletzungen des zervikalen Rückenmarkes",3016.5,2956,1558,2526
"C23","Bösartige Neubildung der Gallenblase",3020.5,2950,1276,2526
"T861","Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates",3020.5,2950,2925,3466.5
"K518","Sonstige Colitis ulcerosa",3022,3240,3417,3466.5
"F250","Schizoaffektive Störung, gegenwärtig manisch",3023,3126.5,3609,3205.5
"E538","Mangel an sonstigen näher bezeichneten Vitaminen des Vitamin-B-Komplexes",3026,3131,3411,2733.5
"K298","Duodenitis",3026,3131,2669,2810.5
"K352","Akute Appendizitis mit generalisierter Peritonitis",3026,3131,1142,3533.5
"M234","Freier Gelenkkörper im Kniegelenk",3026,3131,3523,2896
"U502","Mittlere motorische Funktionseinschränkung",3026,3131,2955,1917
"K509","Crohn-Krankheit, nicht näher bezeichnet",3029,3128,2893,2896
"C172","Bösartige Neubildung: Ileum",3030,3126.5,3546,3388.5
"S761","Verletzung des Muskels und der Sehne des M. quadriceps femoris",3031,3392,3632,3689.5
"M165","Sonstige posttraumatische Koxarthrose",3032,3409,3738,3755
"A081","Akute Gastroenteritis durch Norovirus [Norwalk-Virus]",3033,3329,3527,3670.5
"G931","Anoxische Hirnschädigung, anderenorts nicht klassifiziert",3034,3242,3618,3670.5
"M211","Varusdeformität, anderenorts nicht klassifiziert",3035,3243,3674,3670.5
"R091","Pleuritis",3036,3244,3548,3466.5
"C162","Bösartige Neubildung: Corpus ventriculi",3037,3241,3120,2466
"M169","Koxarthrose, nicht näher bezeichnet",3038,3395,3777,3776.5
"M161","Sonstige primäre Koxarthrose",3039,2437,3794,3794.5
"F104","Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom mit Delir",3040.5,3136,1114,3205.5
"J800","Atemnotsyndrom des Erwachsenen [ARDS]",3040.5,3136,3304,3388.5
"G580","Interkostalneuropathie",3042,3138.5,3510,3388.5
"D24","Gutartige Neubildung der Brustdrüse [Mamma]",3045.5,3142.5,2252,2990
"J155","Pneumonie durch Escherichia coli",3045.5,3142.5,3429,3466.5
"J458","Mischformen des Asthma bronchiale",3045.5,3142.5,3281,3466.5
"J969","Respiratorische Insuffizienz, nicht näher bezeichnet",3045.5,3142.5,3224,3205.5
"M210","Valgusdeformität, anderenorts nicht klassifiziert",3045.5,3142.5,3297,3089.5
"R262","Gehbeschwerden, anderenorts nicht klassifiziert",3045.5,3142.5,1102,2810.5
"E101","Diabetes mellitus, Typ 1: Mit Ketoazidose",3049,3138.5,3473,2088.5
"D410","Neubildung unsicheren oder unbekannten Verhaltens: Niere",3050,3136,2334,2006.5
"K914","Funktionsstörung nach Kolostomie oder Enterostomie",3051,3134,1106,2217.5
"C840","Mycosis fungoides",3052.5,2987.5,1432,2896
"T860","Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit",3052.5,2987.5,3213,3581.5
"C530","Bösartige Neubildung: Endozervix",3058,2999.5,1199,2733.5
"D371","Neubildung unsicheren oder unbekannten Verhaltens: Magen",3058,2999.5,3389,2184
"G352","Multiple Sklerose mit primär-chronischem Verlauf",3058,2999.5,1180,1899.5
"I614","Intrazerebrale Blutung in das Kleinhirn",3058,2999.5,1117,2006.5
"J852","Abszess der Lunge ohne Pneumonie",3058,2999.5,3398,1958.5
"K515","Linksseitige Kolitis",3058,2999.5,3245,2810.5
"K860","Alkoholinduzierte chronische Pankreatitis",3058,2999.5,3233,3205.5
"S868","Verletzung sonstiger Muskeln und Sehnen in Höhe des Unterschenkels",3058,2999.5,1250,2733.5
"T843","Mechanische Komplikation durch sonstige Knochengeräte, -implantate oder -transplantate",3058,2999.5,1494,2057.5
"A401","Sepsis durch Streptokokken, Gruppe B",3074,3017,2724,2408.5
"C676","Bösartige Neubildung: Ostium ureteris",3074,3017,2695,3388.5
"D735","Infarzierung der Milz",3074,3017,3492,2088.5
"E049","Nichttoxische Struma, nicht näher bezeichnet",3074,3017,2524,2526
"E872","Azidose",3074,3017,2764,2148
"F142","Psychische und Verhaltensstörungen durch Kokain: Abhängigkeitssyndrom",3074,3017,1355,1698
"F239","Akute vorübergehende psychotische Störung, nicht näher bezeichnet",3074,3017,1179,2256.5
"G439","Migräne, nicht näher bezeichnet",3074,3017,2760,1917
"G452","Multiple und bilaterale Syndrome der extrazerebralen hirnversorgenden Arterien",3074,3017,3365,2088.5
"H409","Glaukom, nicht näher bezeichnet",3074,3017,1358,2088.5
"I309","Akute Perikarditis, nicht näher bezeichnet",3074,3017,2913,2184
"I729","Aneurysma und Dissektion nicht näher bezeichneter Lokalisation",3074,3017,1668,2297
"I740","Embolie und Thrombose der Aorta abdominalis",3074,3017,2689,2117
"J390","Retropharyngealabszess und Parapharyngealabszess",3074,3017,3100,1666.5
"K30","Funktionelle Dyspepsie",3074,3017,1045,2297
"K598","Sonstige näher bezeichnete funktionelle Darmstörungen",3074,3017,1446,1798
"L059","Pilonidalzyste ohne Abszess",3074,3017,3059,2526
