"ICD","Description","ICA","LGPS","RF","Lasso"
"T223","Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand",2139.5,2129,1980.5,1730.5
"T228","Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand",2139.5,2129,1980.5,1730.5
"T230","Verbrennung nicht näher bezeichneten Grades des Handgelenkes und der Hand",2139.5,2129,1980.5,1730.5
"T232","Verbrennung 2. Grades des Handgelenkes und der Hand",2139.5,2129,1980.5,1730.5
"T233","Verbrennung 3. Grades des Handgelenkes und der Hand",2139.5,2129,1980.5,1730.5
"T243","Verbrennung 3. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß",2139.5,2129,1980.5,1730.5
"T246","Verätzung 2. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß",2139.5,2129,1980.5,1730.5
"T252","Verbrennung 2. Grades der Knöchelregion und des Fußes",2139.5,2129,1980.5,1730.5
"T253","Verbrennung 3. Grades der Knöchelregion und des Fußes",2139.5,2129,1980.5,1730.5
"T286","Verätzung des Ösophagus",2139.5,2129,1980.5,1730.5
"T292","Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen 2. Grades angegeben sind",2139.5,2129,1980.5,1730.5
"T293","Verbrennungen mehrerer Körperregionen, wobei mindestens eine Verbrennung 3. Grades angegeben ist",2139.5,2129,1980.5,1730.5
"T300","Verbrennung nicht näher bezeichneten Grades, Körperregion nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T302","Verbrennung 2. Grades, Körperregion nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T383","Vergiftung: Insulin und orale blutzuckersenkende Arzneimittel [Antidiabetika]",2139.5,2129,1980.5,1730.5
"T391","Vergiftung: 4-Aminophenol-Derivate",2139.5,2129,1980.5,1730.5
"T402","Vergiftung: Sonstige Opioide",2139.5,2129,1980.5,1730.5
"T403","Vergiftung: Methadon",2139.5,2129,1980.5,1730.5
"T420","Vergiftung: Hydantoin-Derivate",2139.5,2129,1980.5,1730.5
"T424","Vergiftung: Benzodiazepine",2139.5,2129,1980.5,1730.5
"T426","Vergiftung: Sonstige Antiepileptika, Sedativa und Hypnotika",2139.5,2129,1980.5,1730.5
"T427","Vergiftung: Antiepileptika, Sedativa und Hypnotika, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T428","Vergiftung: Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien",2139.5,2129,1980.5,1730.5
"T432","Vergiftung: Sonstige und nicht näher bezeichnete Antidepressiva",2139.5,2129,1980.5,1730.5
"T434","Vergiftung: Neuroleptika auf Butyrophenon- und Thioxanthen-Basis",2139.5,2129,1980.5,1730.5
"T435","Vergiftung: Sonstige und nicht näher bezeichnete Antipsychotika und Neuroleptika",2139.5,2129,1980.5,1730.5
"T438","Vergiftung: Sonstige psychotrope Substanzen, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T447","Vergiftung: Beta-Rezeptorenblocker, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T464","Vergiftung: Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]",2139.5,2129,1980.5,1730.5
"T507","Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten",2139.5,2129,1980.5,1730.5
"T509","Vergiftung: Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen",2139.5,2129,1980.5,1730.5
"T598","Toxische Wirkung: Sonstige näher bezeichnete Gase, Dämpfe oder sonstiger näher bezeichneter Rauch",2139.5,2129,1980.5,1730.5
"T599","Toxische Wirkung: Gase, Dämpfe oder Rauch, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T628","Toxische Wirkung: Sonstige näher bezeichnete schädliche Substanzen, die mit der Nahrung aufgenommen wurden",2139.5,2129,1980.5,1730.5
"T634","Toxische Wirkung: Gift sonstiger Arthropoden",2139.5,2129,1980.5,1730.5
"T670","Hitzschlag und Sonnenstich",2139.5,2129,1980.5,1730.5
"T671","Hitzesynkope",2139.5,2129,1980.5,1730.5
"T673","Hitzeerschöpfung durch Wasserverlust",2139.5,2129,1980.5,1730.5
"T68","Hypothermie",2139.5,2129,1980.5,1730.5
"T703","Caissonkrankheit [Dekompressionskrankheit]",2139.5,2129,1980.5,1730.5
"T71","Erstickung",2139.5,2129,1980.5,1730.5
"T751","Ertrinken und nichttödliches Untertauchen",2139.5,2129,1980.5,1730.5
"T780","Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit",2139.5,2129,1980.5,1730.5
"T781","Sonstige Nahrungsmittelunverträglichkeit, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T782","Anaphylaktischer Schock, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T784","Allergie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"T788","Sonstige unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T790","Luftembolie (traumatisch)",2139.5,2129,1980.5,1730.5
"T792","Traumatisch bedingte sekundäre oder rezidivierende Blutung",2139.5,2129,1980.5,1730.5
"T795","Traumatische Anurie",2139.5,2129,1980.5,1730.5
"T796","Traumatische Muskelischämie",2139.5,2129,1980.5,1730.5
"T797","Traumatisches subkutanes Emphysem",2139.5,2129,1980.5,1730.5
"T798","Sonstige Frühkomplikationen eines Traumas",2139.5,2129,1980.5,1730.5
"T799","Nicht näher bezeichnete Frühkomplikation eines Traumas",2139.5,2129,1980.5,1730.5
"T801","Gefäßkomplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2139.5,2129,1980.5,1730.5
"T802","Infektionen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2139.5,2129,1980.5,1730.5
"T808","Sonstige Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2139.5,2129,1980.5,1730.5
"T809","Nicht näher bezeichnete Komplikation nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",2139.5,2129,1980.5,1730.5
"T811","Schock während oder als Folge eines Eingriffes, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T812","Versehentliche Stich- oder Risswunde während eines Eingriffes, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T815","Fremdkörper, der versehentlich nach einem Eingriff in einer Körperhöhle oder Operationswunde zurückgeblieben ist",2139.5,2129,1980.5,1730.5
"T819","Nicht näher bezeichnete Komplikation eines Eingriffes",2139.5,2129,1980.5,1730.5
"T822","Mechanische Komplikation durch Koronararterien-Bypass und Klappentransplantate",2139.5,2129,1980.5,1730.5
"T823","Mechanische Komplikation durch sonstige Gefäßtransplantate",2139.5,2129,1980.5,1730.5
"T824","Mechanische Komplikation durch Gefäßkatheter bei Dialyse",2139.5,2129,1980.5,1730.5
"T830","Mechanische Komplikation durch einen Harnwegskatheter (Verweilkatheter)",2139.5,2129,1980.5,1730.5
"T833","Mechanische Komplikation durch ein Intrauterinpessar",2139.5,2129,1980.5,1730.5
"T834","Mechanische Komplikation durch sonstige Prothesen, Implantate oder Transplantate im Genitaltrakt",2139.5,2129,1980.5,1730.5
"T836","Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Genitaltrakt",2139.5,2129,1980.5,1730.5
"T839","Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Urogenitaltrakt",2139.5,2129,1980.5,1730.5
"T843","Mechanische Komplikation durch sonstige Knochengeräte, -implantate oder -transplantate",2139.5,2129,1980.5,1730.5
"T849","Nicht näher bezeichnete Komplikation durch orthopädische Endoprothese, Implantat oder Transplantat",2139.5,2129,1980.5,1730.5
"T850","Mechanische Komplikation durch einen ventrikulären, intrakraniellen Shunt",2139.5,2129,1980.5,1730.5
"T851","Mechanische Komplikation durch einen implantierten elektronischen Stimulator des Nervensystems",2139.5,2129,1980.5,1730.5
"T853","Mechanische Komplikation durch sonstige Augenprothesen, -implantate oder -transplantate",2139.5,2129,1980.5,1730.5
"T854","Mechanische Komplikation durch Mammaprothese oder -implantat",2139.5,2129,1980.5,1730.5
"T856","Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate",2139.5,2129,1980.5,1730.5
"T857","Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate",2139.5,2129,1980.5,1730.5
"T858","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T859","Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat",2139.5,2129,1980.5,1730.5
"T861","Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates",2139.5,2129,1980.5,1730.5
"T862","Versagen und Abstoßung eines Herztransplantates",2139.5,2129,1980.5,1730.5
"T864","Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates",2139.5,2129,1980.5,1730.5
"T875","Nekrose des Amputationsstumpfes",2139.5,2129,1980.5,1730.5
"T876","Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf",2139.5,2129,1980.5,1730.5
"T881","Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T882","Schock durch Anästhesie",2139.5,2129,1980.5,1730.5
"T884","Misslungene oder schwierige Intubation",2139.5,2129,1980.5,1730.5
"T885","Sonstige Komplikationen infolge Anästhesie",2139.5,2129,1980.5,1730.5
"T886","Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung",2139.5,2129,1980.5,1730.5
"T887","Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge",2139.5,2129,1980.5,1730.5
"T888","Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"T905","Folgen einer intrakraniellen Verletzung",2139.5,2129,1980.5,1730.5
"T911","Folgen einer Fraktur der Wirbelsäule",2139.5,2129,1980.5,1730.5
"T912","Folgen einer sonstigen Fraktur des Thorax und des Beckens",2139.5,2129,1980.5,1730.5
"T920","Folgen einer offenen Wunde der oberen Extremität",2139.5,2129,1980.5,1730.5
"T925","Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität",2139.5,2129,1980.5,1730.5
"T930","Folgen einer offenen Wunde der unteren Extremität",2139.5,2129,1980.5,1730.5
"T932","Folgen sonstiger Frakturen der unteren Extremität",2139.5,2129,1980.5,1730.5
"T935","Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität",2139.5,2129,1980.5,1730.5
"T983","Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"U500","Keine oder geringe motorische Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U501","Leichte motorische Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U502","Mittlere motorische Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U503","Mittelschwere motorische Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U504","Schwere motorische Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U510","Keine oder leichte kognitive Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U512","Schwere kognitive Funktionseinschränkung",2139.5,2129,1980.5,1730.5
"U520","Frührehabilitations-Barthel-Index: 31 und mehr Punkte",2139.5,2129,1980.5,1730.5
"U521","Frührehabilitations-Barthel-Index: -75 bis 30 Punkte",2139.5,2129,1980.5,1730.5
"U523","Frührehabilitations-Barthel-Index: weniger als -200 Punkte",2139.5,2129,1980.5,1730.5
"Z016","Röntgenuntersuchung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"Z017","Laboruntersuchung",2139.5,2129,1980.5,1730.5
"Z018","Sonstige näher bezeichnete spezielle Untersuchungen",2139.5,2129,1980.5,1730.5
"Z030","Beobachtung bei Verdacht auf Tuberkulose",2139.5,2129,1980.5,1730.5
"Z032","Beobachtung bei Verdacht auf psychische Krankheiten oder Verhaltensstörungen",2139.5,2129,1980.5,1730.5
"Z033","Beobachtung bei Verdacht auf neurologische Krankheit",2139.5,2129,1980.5,1730.5
"Z036","Beobachtung bei Verdacht auf toxische Wirkung von aufgenommenen Substanzen",2139.5,2129,1980.5,1730.5
"Z038","Beobachtung bei sonstigen Verdachtsfällen",2139.5,2129,1980.5,1730.5
"Z043","Untersuchung und Beobachtung nach anderem Unfall",2139.5,2129,1980.5,1730.5
"Z081","Nachuntersuchung nach Strahlentherapie wegen bösartiger Neubildung",2139.5,2129,1980.5,1730.5
"Z082","Nachuntersuchung nach Chemotherapie wegen bösartiger Neubildung",2139.5,2129,1980.5,1730.5
"Z087","Nachuntersuchung nach Kombinationstherapie wegen bösartiger Neubildung",2139.5,2129,1980.5,1730.5
"Z088","Nachuntersuchung nach sonstiger Behandlung wegen bösartiger Neubildung",2139.5,2129,1980.5,1730.5
"Z089","Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen bösartiger Neubildung",2139.5,2129,1980.5,1730.5
"Z090","Nachuntersuchung nach chirurgischem Eingriff wegen anderer Krankheitszustände",2139.5,2129,1980.5,1730.5
"Z092","Nachuntersuchung nach Chemotherapie wegen anderer Krankheitszustände",2139.5,2129,1980.5,1730.5
"Z099","Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen anderer Krankheitszustände",2139.5,2129,1980.5,1730.5
"Z121","Spezielle Verfahren zur Untersuchung auf Neubildung des Darmtraktes",2139.5,2129,1980.5,1730.5
"Z125","Spezielle Verfahren zur Untersuchung auf Neubildung der Prostata",2139.5,2129,1980.5,1730.5
"Z21","Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]",2139.5,2129,1980.5,1730.5
"Z223","Keimträger anderer näher bezeichneter bakterieller Krankheiten",2139.5,2129,1980.5,1730.5
"Z225","Keimträger der Virushepatitis",2139.5,2129,1980.5,1730.5
"Z228","Keimträger sonstiger Infektionskrankheiten",2139.5,2129,1980.5,1730.5
"Z235","Notwendigkeit der Impfung gegen Tetanus, nicht kombiniert",2139.5,2129,1980.5,1730.5
"Z290","Isolierung als prophylaktische Maßnahme",2139.5,2129,1980.5,1730.5
"Z298","Sonstige näher bezeichnete prophylaktische Maßnahmen",2139.5,2129,1980.5,1730.5
"Z299","Prophylaktische Maßnahme, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z301","Einsetzen eines Pessars (intrauterin) zur Kontrazeption",2139.5,2129,1980.5,1730.5
"Z302","Sterilisierung",2139.5,2129,1980.5,1730.5
"Z383","Zwilling, Geburt im Krankenhaus",2139.5,2129,1980.5,1730.5
"Z390","Betreuung und Untersuchung der Mutter unmittelbar nach einer Entbindung",2139.5,2129,1980.5,1730.5
"Z419","Maßnahme aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z420","Nachbehandlung unter Anwendung plastischer Chirurgie des Kopfes oder des Halses",2139.5,2129,1980.5,1730.5
"Z421","Nachbehandlung unter Anwendung plastischer Chirurgie der Mamma [Brustdrüse]",2139.5,2129,1980.5,1730.5
"Z429","Nachbehandlung unter Anwendung plastischer Chirurgie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z431","Versorgung eines Gastrostomas",2139.5,2129,1980.5,1730.5
"Z432","Versorgung eines Ileostomas",2139.5,2129,1980.5,1730.5
"Z433","Versorgung eines Kolostomas",2139.5,2129,1980.5,1730.5
"Z434","Versorgung anderer künstlicher Körperöffnungen des Verdauungstraktes",2139.5,2129,1980.5,1730.5
"Z435","Versorgung eines Zystostomas",2139.5,2129,1980.5,1730.5
"Z436","Versorgung sonstiger künstlicher Körperöffnungen des Harntraktes",2139.5,2129,1980.5,1730.5
"Z452","Anpassung und Handhabung eines vaskulären Zugangs",2139.5,2129,1980.5,1730.5
"Z453","Anpassung und Handhabung eines implantierten Hörgerätes",2139.5,2129,1980.5,1730.5
"Z458","Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten",2139.5,2129,1980.5,1730.5
"Z466","Versorgen mit und Anpassen eines Gerätes im Harntrakt",2139.5,2129,1980.5,1730.5
"Z467","Versorgen mit und Anpassen eines orthopädischen Hilfsmittels",2139.5,2129,1980.5,1730.5
"Z468","Versorgen mit und Anpassen von sonstigen näher bezeichneten medizinischen Geräten oder Hilfsmitteln",2139.5,2129,1980.5,1730.5
"Z470","Entfernung einer Metallplatte oder einer anderen inneren Fixationsvorrichtung",2139.5,2129,1980.5,1730.5
"Z480","Kontrolle von Verbänden und Nähten",2139.5,2129,1980.5,1730.5
"Z488","Sonstige näher bezeichnete Nachbehandlung nach chirurgischem Eingriff",2139.5,2129,1980.5,1730.5
"Z489","Nachbehandlung nach chirurgischem Eingriff, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z490","Vorbereitung auf die Dialyse",2139.5,2129,1980.5,1730.5
"Z491","Extrakorporale Dialyse",2139.5,2129,1980.5,1730.5
"Z514","Vorbereitung auf eine nachfolgende Behandlung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"Z516","Desensibilisierung gegenüber Allergenen",2139.5,2129,1980.5,1730.5
"Z518","Sonstige näher bezeichnete medizinische Behandlung",2139.5,2129,1980.5,1730.5
"Z519","Medizinische Behandlung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z524","Nierenspender",2139.5,2129,1980.5,1730.5
"Z53","Personen, die Einrichtungen des Gesundheitswesens wegen spezifischer Maßnahmen aufgesucht haben, die aber nicht durchgeführt wurden",2139.5,2129,1980.5,1730.5
"Z55","Kontaktanlässe mit Bezug auf die Ausbildung",2139.5,2129,1980.5,1730.5
"Z59","Kontaktanlässe mit Bezug auf das Wohnumfeld oder die wirtschaftliche Lage",2139.5,2129,1980.5,1730.5
"Z60","Kontaktanlässe mit Bezug auf die soziale Umgebung",2139.5,2129,1980.5,1730.5
"Z61","Kontaktanlässe mit Bezug auf Kindheitserlebnisse",2139.5,2129,1980.5,1730.5
"Z62","Andere Kontaktanlässe mit Bezug auf die Erziehung",2139.5,2129,1980.5,1730.5
"Z63","Andere Kontaktanlässe mit Bezug auf den engeren Familienkreis",2139.5,2129,1980.5,1730.5
"Z640","Kontaktanlässe mit Bezug auf eine unerwünschte Schwangerschaft",2139.5,2129,1980.5,1730.5
"Z71","Personen, die das Gesundheitswesen zum Zwecke anderer Beratung oder ärztlicher Konsultation in Anspruch nehmen, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"Z73","Probleme mit Bezug auf Schwierigkeiten bei der Lebensbewältigung",2139.5,2129,1980.5,1730.5
"Z740","Probleme mit Bezug auf: Hilfsbedürftigkeit wegen eingeschränkter Mobilität",2139.5,2129,1980.5,1730.5
"Z741","Probleme mit Bezug auf: Notwendigkeit der Hilfestellung bei der Körperpflege",2139.5,2129,1980.5,1730.5
"Z748","Sonstige Probleme mit Bezug auf Pflegebedürftigkeit",2139.5,2129,1980.5,1730.5
"Z758","Sonstige Probleme mit Bezug auf medizinische Betreuungsmöglichkeiten oder andere Gesundheitsversorgung",2139.5,2129,1980.5,1730.5
"Z82","Bestimmte Behinderungen oder chronische Krankheiten in der Familienanamnese, die zu Schädigung oder Behinderung führen",2139.5,2129,1980.5,1730.5
"Z832","Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems in der Familienanamnese",2139.5,2129,1980.5,1730.5
"Z833","Diabetes mellitus in der Familienanamnese",2139.5,2129,1980.5,1730.5
"Z848","Sonstige näher bezeichnete Krankheiten oder Zustände in der Familienanamnese",2139.5,2129,1980.5,1730.5
"Z850","Bösartige Neubildung der Verdauungsorgane in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z851","Bösartige Neubildung der Trachea, der Bronchien oder der Lunge in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z853","Bösartige Neubildung der Brustdrüse [Mamma] in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z857","Andere bösartige Neubildungen des lymphatischen, blutbildenden oder verwandten Gewebes in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z858","Bösartige Neubildungen sonstiger Organe oder Systeme in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z859","Bösartige Neubildung in der Eigenanamnese, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z860","Andere Neubildungen in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z861","Infektiöse oder parasitäre Krankheiten in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z863","Endokrine, Ernährungs- oder Stoffwechselkrankheiten in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z866","Krankheiten des Nervensystems oder der Sinnesorgane in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z867","Krankheiten des Kreislaufsystems in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z871","Krankheiten des Verdauungssystems in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z873","Krankheiten des Muskel-Skelett-Systems und des Bindegewebes in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z874","Krankheiten des Urogenitalsystems in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z878","Sonstige näher bezeichnete Krankheiten oder Zustände in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z881","Allergie gegenüber anderen Antibiotika in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z886","Allergie gegenüber Analgetikum in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z888","Allergie gegenüber sonstigen Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z902","Verlust der Lunge [Teile der Lunge]",2139.5,2129,1980.5,1730.5
"Z904","Verlust anderer Teile des Verdauungstraktes",2139.5,2129,1980.5,1730.5
"Z905","Verlust der Niere(n)",2139.5,2129,1980.5,1730.5
"Z906","Verlust anderer Teile des Harntraktes",2139.5,2129,1980.5,1730.5
"Z907","Verlust eines oder mehrerer Genitalorgane",2139.5,2129,1980.5,1730.5
"Z910","Allergie, ausgenommen Allergie gegenüber Arzneimitteln, Drogen oder biologisch aktiven Substanzen, in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z911","Nichtbefolgung ärztlicher Anordnungen [Non-compliance] in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z918","Sonstige näher bezeichnete Risikofaktoren in der Eigenanamnese, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"Z922","Dauertherapie (gegenwärtig) mit anderen Arzneimitteln in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z924","Größerer operativer Eingriff in der Eigenanamnese, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"Z926","Zytostatische Chemotherapie wegen bösartiger Neubildung in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z928","Sonstige medizinische Behandlung in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z929","Medizinische Behandlung, nicht näher bezeichnet, in der Eigenanamnese",2139.5,2129,1980.5,1730.5
"Z930","Vorhandensein eines Tracheostomas",2139.5,2129,1980.5,1730.5
"Z931","Vorhandensein eines Gastrostomas",2139.5,2129,1980.5,1730.5
"Z932","Vorhandensein eines Ileostomas",2139.5,2129,1980.5,1730.5
"Z934","Vorhandensein anderer künstlicher Körperöffnungen des Magen-Darmtraktes",2139.5,2129,1980.5,1730.5
"Z936","Vorhandensein anderer künstlicher Körperöffnungen der Harnwege",2139.5,2129,1980.5,1730.5
"Z940","Zustand nach Nierentransplantation",2139.5,2129,1980.5,1730.5
"Z944","Zustand nach Lebertransplantation",2139.5,2129,1980.5,1730.5
"Z948","Zustand nach sonstiger Organ- oder Gewebetransplantation",2139.5,2129,1980.5,1730.5
"Z951","Vorhandensein eines aortokoronaren Bypasses",2139.5,2129,1980.5,1730.5
"Z952","Vorhandensein einer künstlichen Herzklappe",2139.5,2129,1980.5,1730.5
"Z953","Vorhandensein einer xenogenen Herzklappe",2139.5,2129,1980.5,1730.5
"Z955","Vorhandensein eines Implantates oder Transplantates nach koronarer Gefäßplastik",2139.5,2129,1980.5,1730.5
"Z958","Vorhandensein von sonstigen kardialen oder vaskulären Implantaten oder Transplantaten",2139.5,2129,1980.5,1730.5
"Z959","Vorhandensein von kardialem oder vaskulärem Implantat oder Transplantat, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z960","Vorhandensein von urogenitalen Implantaten",2139.5,2129,1980.5,1730.5
"Z961","Vorhandensein eines intraokularen Linsenimplantates",2139.5,2129,1980.5,1730.5
"Z962","Vorhandensein von Implantaten im Gehörorgan",2139.5,2129,1980.5,1730.5
"Z967","Vorhandensein von anderen Knochen- und Sehnenimplantaten",2139.5,2129,1980.5,1730.5
"Z968","Vorhandensein von sonstigen näher bezeichneten funktionellen Implantaten",2139.5,2129,1980.5,1730.5
"Z969","Vorhandensein eines funktionellen Implantates, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"Z980","Zustand nach intestinalem Bypass oder intestinaler Anastomose",2139.5,2129,1980.5,1730.5
"Z988","Sonstige näher bezeichnete Zustände nach chirurgischen Eingriffen",2139.5,2129,1980.5,1730.5
"Z992","Langzeitige Abhängigkeit von Dialyse bei Niereninsuffizienz",2139.5,2129,1980.5,1730.5
"C119","Bösartige Neubildung: Nasopharynx, nicht näher bezeichnet",3422,2129,3647,1730.5
"C492","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte",3422,2129,317,1730.5
"E143","Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen",3422,2129,3447,3405
"C098","Bösartige Neubildung: Tonsille, mehrere Teilbereiche überlappend",3428.5,2129,563,3447
"C689","Bösartige Neubildung: Harnorgan, nicht näher bezeichnet",3428.5,2129,3507,1730.5
"D076","Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane",3428.5,2129,345,3483.5
"D432","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet",3428.5,2129,3272,3343.5
"G353","Multiple Sklerose mit sekundär-chronischem Verlauf",3428.5,2129,3433,3649
"G618","Sonstige Polyneuritiden",3428.5,2129,543,3523
"M530","Zervikozephales Syndrom",3428.5,2129,3566,3603
"N042","Nephrotisches Syndrom: Diffuse membranöse Glomerulonephritis",3428.5,2129,419,3508
"S271","Traumatischer Hämatothorax",3428.5,2129,3298,3295
"T835","Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Harntrakt",3428.5,2129,3435,1730.5
"C601","Bösartige Neubildung: Glans penis",3434,2129,3476,3585.5
"I269","Lungenembolie ohne Angabe eines akuten Cor pulmonale",3435,3435,3794,3794
"J181","Lobärpneumonie, nicht näher bezeichnet",3436,3436,3778,3785
"I210","Akuter transmuraler Myokardinfarkt der Vorderwand",3437,3437,3775,3766
"A419","Sepsis, nicht näher bezeichnet",3438,3438,3765,3772
"I441","Atrioventrikulärer Block 2. Grades",3439.5,3440.5,3757,3778.5
"T810","Blutung und Hämatom als Komplikation eines Eingriffes, anderenorts nicht klassifiziert",3439.5,3440.5,310,3638
"T814","Infektion nach einem Eingriff, anderenorts nicht klassifiziert",3441,3439,3696,3343.5
"S422","Fraktur des proximalen Endes des Humerus",3442,3442,3751,3743
"I801","Thrombose, Phlebitis und Thrombophlebitis der V. femoralis",3443.5,3443.5,3752,3766
"R072","Präkordiale Schmerzen",3443.5,3443.5,312,3303.5
"I633","Hirninfarkt durch Thrombose zerebraler Arterien",3445,3639,3786,3787.5
